From	To
P05023	9606.ENSP00000445306
O95373	9606.ENSP00000369042
P23396	9606.ENSP00000278572
P61163	9606.ENSP00000358921
P43403	9606.ENSP00000264972
Q9HDC5	9606.ENSP00000344488
Q9H8Y8	9606.ENSP00000234160
Q9NWZ5	9606.ENSP00000346155
O94905	9606.ENSP00000276461
Q13409	9606.ENSP00000380308
Q9NY47	9606.ENSP00000418081
P08758	9606.ENSP00000296511
O75477	9606.ENSP00000410964
P05204	9606.ENSP00000355228
Q7Z2K8	9606.ENSP00000305839
Q14141	9606.ENSP00000341524
Q8WYJ6	9606.ENSP00000324511
Q6NYC1	9606.ENSP00000394085
O75792	9606.ENSP00000221486
Q96T58	9606.ENSP00000364912
Q9BQ52	9606.ENSP00000337445
Q96HS1	9606.ENSP00000438465
O95433	9606.ENSP00000216479
Q99504	9606.ENSP00000362978
P49411	9606.ENSP00000322439
P42704	9606.ENSP00000260665
Q8WXH0	9606.ENSP00000350719
O43747	9606.ENSP00000377148
Q6WCQ1	9606.ENSP00000379156
Q8IY37	9606.ENSP00000311135
Q14571	9606.ENSP00000370744
Q99719	9606.ENSP00000391311
P22307	9606.ENSP00000360569
O95202	9606.ENSP00000305653
P00441	9606.ENSP00000270142
O43290	9606.ENSP00000310448
Q13111	9606.ENSP00000301280
O75821	9606.ENSP00000253108
Q00610	9606.ENSP00000479606
Q9Y2W2	9606.ENSP00000261167
Q53FZ2	9606.ENSP00000289416
Q9P2B2	9606.ENSP00000376899
P61421	9606.ENSP00000290949
Q9Y3Z3	9606.ENSP00000262878
Q9ULE6	9606.ENSP00000263563
P48739	9606.ENSP00000321266
Q9NPD8	9606.ENSP00000356243
Q96AT1	9606.ENSP00000296121
Q06830	9606.ENSP00000262746
P25786	9606.ENSP00000414359
P05060	9606.ENSP00000368244
P53396	9606.ENSP00000253792
P14868	9606.ENSP00000264161
O95573	9606.ENSP00000350012
Q9Y520	9606.ENSP00000343629
P61803	9606.ENSP00000250498
Q5HYJ3	9606.ENSP00000351631
P08236	9606.ENSP00000302728
P35237	9606.ENSP00000484343
P48595	9606.ENSP00000238508
Q14318	9606.ENSP00000476767
Q96F63	9606.ENSP00000269967
P35579	9606.ENSP00000216181
Q15020	9606.ENSP00000228284
P52788	9606.ENSP00000385746
P09622	9606.ENSP00000205402
Q9NRF8	9606.ENSP00000401264
P13612	9606.ENSP00000380227
Q96A35	9606.ENSP00000354525
P63220	9606.ENSP00000345957
P25705	9606.ENSP00000381736
P00915	9606.ENSP00000430656
A2VDF0	9606.ENSP00000278025
Q6YHK3	9606.ENSP00000287097
Q13308	9606.ENSP00000418754
P50895	9606.ENSP00000270233
P15814	9606.ENSP00000329312
Q13445	9606.ENSP00000214869
Q13113	9606.ENSP00000294338
O14548	9606.ENSP00000367938
O94888	9606.ENSP00000296328
Q9NYB0	9606.ENSP00000300086
Q9H008	9606.ENSP00000357835
P62241	9606.ENSP00000379888
P62333	9606.ENSP00000401802
O00748	9606.ENSP00000317842
P08238	9606.ENSP00000360609
P08865	9606.ENSP00000346067
Q09666	9606.ENSP00000367263
P62269	9606.ENSP00000393241
P05198	9606.ENSP00000256383
P61221	9606.ENSP00000296577
Q92896	9606.ENSP00000205061
P42768	9606.ENSP00000365891
Q53H82	9606.ENSP00000276590
P36542	9606.ENSP00000349142
Q9H074	9606.ENSP00000302768
Q9NUJ1	9606.ENSP00000273359
Q13740	9606.ENSP00000305988
Q9NZD2	9606.ENSP00000315263
P06748	9606.ENSP00000296930
P06576	9606.ENSP00000262030
P56192	9606.ENSP00000262027
P51688	9606.ENSP00000314606
P68036	9606.ENSP00000485133
Q13003	9606.ENSP00000362183
P61106	9606.ENSP00000362946
Q5TAA0	9606.ENSP00000360323
Q15031	9606.ENSP00000408576
Q04695	9606.ENSP00000308452
P02533	9606.ENSP00000167586
P46939	9606.ENSP00000356515
Q8N573	9606.ENSP00000405424
Q86XI2	9606.ENSP00000387007
P10301	9606.ENSP00000246792
O75691	9606.ENSP00000261637
Q99523	9606.ENSP00000256637
P99999	9606.ENSP00000307786
Q96NW4	9606.ENSP00000304292
Q92888	9606.ENSP00000337261
Q96CV9	9606.ENSP00000368022
Q7Z406	9606.ENSP00000470298
P08195	9606.ENSP00000367123
Q9H089	9606.ENSP00000265245
Q8IXI1	9606.ENSP00000321971
Q9BTY7	9606.ENSP00000321320
P20701	9606.ENSP00000349252
P50453	9606.ENSP00000370074
P01011	9606.ENSP00000450540
P30740	9606.ENSP00000370115
Q13045	9606.ENSP00000324573
P31930	9606.ENSP00000203407
Q6P5W5	9606.ENSP00000301305
O75165	9606.ENSP00000260818
Q9NX62	9606.ENSP00000262644
Q9NSE4	9606.ENSP00000355889
P35580	9606.ENSP00000353590
P26639	9606.ENSP00000387710
P40939	9606.ENSP00000370023
P36871	9606.ENSP00000360124
Q8N3Z3	9606.ENSP00000373176
Q9NPH2	9606.ENSP00000337746
P17301	9606.ENSP00000296585
Q92621	9606.ENSP00000285968
O94788	9606.ENSP00000249750
Q8N111	9606.ENSP00000328336
Q9NX24	9606.ENSP00000274606
Q9UBT2	9606.ENSP00000246548
Q3SY69	9606.ENSP00000258494
P01889	9606.ENSP00000399168
Q92696	9606.ENSP00000382341
Q567U6	9606.ENSP00000365477
Q15014	9606.ENSP00000394417
P02458	9606.ENSP00000369889
P52434	9606.ENSP00000415536
P60880	9606.ENSP00000254976
P41219	9606.ENSP00000257860
Q8NI27	9606.ENSP00000245838
Q00534	9606.ENSP00000265734
Q9H223	9606.ENSP00000220325
P62263	9606.ENSP00000385958
Q9UKS6	9606.ENSP00000440945
O75116	9606.ENSP00000317985
O15027	9606.ENSP00000325827
Q5SNT2	9606.ENSP00000344503
Q86UU0	9606.ENSP00000335320
Q14692	9606.ENSP00000363642
Q13753	9606.ENSP00000264144
Q8N1G2	9606.ENSP00000362550
P20930	9606.ENSP00000357789
Q66K14	9606.ENSP00000349291
Q53F19	9606.ENSP00000373657
Q92900	9606.ENSP00000470142
Q9UKM7	9606.ENSP00000360645
P08582	9606.ENSP00000296350
Q02962	9606.ENSP00000359319
P49959	9606.ENSP00000325863
Q9Y4E8	9606.ENSP00000280377
P43686	9606.ENSP00000157812
Q9UHD8	9606.ENSP00000391249
Q15019	9606.ENSP00000479861
Q16181	9606.ENSP00000381992
Q9UKX7	9606.ENSP00000345895
Q9UIS9	9606.ENSP00000468785
P84090	9606.ENSP00000451080
P40126	9606.ENSP00000392762
P52948	9606.ENSP00000316032
Q7Z417	9606.ENSP00000225388
P08575	9606.ENSP00000411355
Q9H9B1	9606.ENSP00000417980
Q15059	9606.ENSP00000305918
P28908	9606.ENSP00000263932
P17661	9606.ENSP00000363071
Q9BZE4	9606.ENSP00000354040
Q08945	9606.ENSP00000278412
Q16851	9606.ENSP00000338703
Q92542	9606.ENSP00000294785
Q9Y6E2	9606.ENSP00000397249
P04040	9606.ENSP00000241052
Q13263	9606.ENSP00000253024
Q8IXM2	9606.ENSP00000448598
Q9H6T0	9606.ENSP00000418748
Q96RQ9	9606.ENSP00000472474
Q6UW63	9606.ENSP00000365172
Q5T5Y3	9606.ENSP00000374183
Q9HAW4	9606.ENSP00000312995
Q9UDY2	9606.ENSP00000438262
P08243	9606.ENSP00000175506
Q9UGP4	9606.ENSP00000273317
Q96RU3	9606.ENSP00000413625
Q9P2W1	9606.ENSP00000377384
O15439	9606.ENSP00000366084
O43633	9606.ENSP00000469240
O60287	9606.ENSP00000372199
Q969G3	9606.ENSP00000323967
Q14764	9606.ENSP00000378760
Q8IZQ5	9606.ENSP00000373509
Q5T8P6	9606.ENSP00000483408
P04053	9606.ENSP00000360216
P08729	9606.ENSP00000329243
Q86V15	9606.ENSP00000366221
Q9NUP1	9606.ENSP00000318128
Q9GZR7	9606.ENSP00000481495
P04264	9606.ENSP00000252244
P05787	9606.ENSP00000449404
O95340	9606.ENSP00000406157
Q8NE62	9606.ENSP00000319851
O95671	9606.ENSP00000370718
Q969T9	9606.ENSP00000467579
P25686	9606.ENSP00000338019
P21333	9606.ENSP00000358866
Q8TC07	9606.ENSP00000448182
Q15319	9606.ENSP00000230732
Q9NVT9	9606.ENSP00000276569
O43502	9606.ENSP00000336701
P23229	9606.ENSP00000386896
Q9NX76	9606.ENSP00000205636
O14802	9606.ENSP00000361446
Q86XZ4	9606.ENSP00000448228
Q9BX95	9606.ENSP00000247225
Q9BWG6	9606.ENSP00000357901
Q9UHG2	9606.ENSP00000218230
P00505	9606.ENSP00000245206
Q66PJ3	9606.ENSP00000313422
O60437	9606.ENSP00000340510
Q96PV4	9606.ENSP00000388850
P55291	9606.ENSP00000289746
Q9BT67	9606.ENSP00000253814
Q9H5N1	9606.ENSP00000350934
Q14566	9606.ENSP00000264156
Q9BUJ2	9606.ENSP00000375863
Q15257	9606.ENSP00000377036
P13984	9606.ENSP00000340823
P48163	9606.ENSP00000358719
P17677	9606.ENSP00000377372
P98088	9606.ENSP00000485659
Q9BW04	9606.ENSP00000352447
O75153	9606.ENSP00000458986
Q14807	9606.ENSP00000160827
Q96RE7	9606.ENSP00000292431
Q9BTK6	9606.ENSP00000326519
Q86V48	9606.ENSP00000303758
P04818	9606.ENSP00000315644
O75347	9606.ENSP00000306362
P07355	9606.ENSP00000346032
Q96KR1	9606.ENSP00000265069
P15880	9606.ENSP00000341885
Q8TBA6	9606.ENSP00000163416
Q96SZ5	9606.ENSP00000362888
Q9BSJ8	9606.ENSP00000267113
P12004	9606.ENSP00000368458
Q9Y6G9	9606.ENSP00000273130
Q8IXQ5	9606.ENSP00000343273
Q13268	9606.ENSP00000344674
Q8WUH1	9606.ENSP00000475473
Q02241	9606.ENSP00000260363
O75683	9606.ENSP00000361092
P27824	9606.ENSP00000247461
P11234	9606.ENSP00000272519
Q9UJU6	9606.ENSP00000417653
Q9UQE7	9606.ENSP00000354720
Q8N0X7	9606.ENSP00000414147
Q92619	9606.ENSP00000439601
Q9NRX1	9606.ENSP00000263657
Q9UBB9	9606.ENSP00000384421
P49588	9606.ENSP00000261772
Q86TU7	9606.ENSP00000327436
P09110	9606.ENSP00000333664
Q14257	9606.ENSP00000319739
O00429	9606.ENSP00000449089
Q96TC7	9606.ENSP00000260385
Q13683	9606.ENSP00000452120
Q24JP5	9606.ENSP00000005286
P62993	9606.ENSP00000376345
Q8N5F7	9606.ENSP00000360464
Q07283	9606.ENSP00000480484
P09493	9606.ENSP00000351022
P67936	9606.ENSP00000345230
Q86XL3	9606.ENSP00000350686
P11387	9606.ENSP00000354522
Q8NBN3	9606.ENSP00000374484
Q9H0B6	9606.ENSP00000399403
Q9BYN8	9606.ENSP00000369682
Q9BWH2	9606.ENSP00000358510
P16144	9606.ENSP00000200181
P52565	9606.ENSP00000269321
Q9Y2W1	9606.ENSP00000346634
Q96B26	9606.ENSP00000374354
P02768	9606.ENSP00000295897
Q9NWQ8	9606.ENSP00000220597
Q9UFW8	9606.ENSP00000381429
Q16831	9606.ENSP00000330032
Q9UHY7	9606.ENSP00000273920
O95487	9606.ENSP00000428564
Q8IWS0	9606.ENSP00000329097
Q9H4A4	9606.ENSP00000295640
Q7Z5R6	9606.ENSP00000365411
Q8N6S5	9606.ENSP00000315357
P53674	9606.ENSP00000215939
Q6UN15	9606.ENSP00000336752
Q05655	9606.ENSP00000378217
Q9UBB4	9606.ENSP00000252934
Q7L3B6	9606.ENSP00000371278
Q9NYF8	9606.ENSP00000435210
Q00839	9606.ENSP00000283179
P08514	9606.ENSP00000262407
Q9UDR5	9606.ENSP00000377040
Q9UKK3	9606.ENSP00000371419
P46087	9606.ENSP00000371858
Q8NHQ9	9606.ENSP00000238146
Q9BX68	9606.ENSP00000259667
Q9UGN5	9606.ENSP00000250416
Q8WWM7	9606.ENSP00000378917
Q92626	9606.ENSP00000252804
Q14315	9606.ENSP00000327145
Q9NVI7	9606.ENSP00000368030
O76027	9606.ENSP00000357943
Q5RHP9	9606.ENSP00000322609
P05783	9606.ENSP00000373487
P14618	9606.ENSP00000320171
P07237	9606.ENSP00000327801
Q9NZB2	9606.ENSP00000277165
P14854	9606.ENSP00000246554
Q86WX3	9606.ENSP00000333948
P29590	9606.ENSP00000268058
Q14517	9606.ENSP00000406229
Q6UB35	9606.ENSP00000478253
Q99805	9606.ENSP00000365567
Q8TDB4	9606.ENSP00000381928
Q13151	9606.ENSP00000316042
Q9BXP5	9606.ENSP00000480421
Q9BRG1	9606.ENSP00000253794
Q15276	9606.ENSP00000445408
Q96D15	9606.ENSP00000270645
Q8NI77	9606.ENSP00000263181
Q8ND24	9606.ENSP00000300650
P33991	9606.ENSP00000262105
Q9Y680	9606.ENSP00000413152
Q96SB4	9606.ENSP00000362931
P24928	9606.ENSP00000480158
Q8ND56	9606.ENSP00000446271
P41250	9606.ENSP00000373918
Q8N9N8	9606.ENSP00000309175
Q8N3D4	9606.ENSP00000312671
Q8WW33	9606.ENSP00000446485
P31939	9606.ENSP00000236959
Q14203	9606.ENSP00000354791
Q6ZT21	9606.ENSP00000343398
Q9UBF2	9606.ENSP00000402346
Q14697	9606.ENSP00000340466
Q9BUL8	9606.ENSP00000376506
Q93062	9606.ENSP00000340176
P07996	9606.ENSP00000260356
O75475	9606.ENSP00000370109
P09874	9606.ENSP00000355759
Q99626	9606.ENSP00000370408
Q8NAF0	9606.ENSP00000320188
Q9H2G2	9606.ENSP00000358770
Q13200	9606.ENSP00000310129
Q9UPN4	9606.ENSP00000393583
Q12797	9606.ENSP00000368767
P23246	9606.ENSP00000349748
Q8WXF1	9606.ENSP00000343966
Q13523	9606.ENSP00000337194
Q8N511	9606.ENSP00000292114
Q9Y3X0	9606.ENSP00000221922
P07741	9606.ENSP00000367615
Q16204	9606.ENSP00000263102
Q01082	9606.ENSP00000349259
Q3KQU3	9606.ENSP00000362244
Q9BYT8	9606.ENSP00000370372
Q13907	9606.ENSP00000370748
P50135	9606.ENSP00000280097
O75791	9606.ENSP00000339186
Q8IWJ2	9606.ENSP00000307939
P38435	9606.ENSP00000233838
Q9HB71	9606.ENSP00000356652
O75113	9606.ENSP00000262384
Q8WUA4	9606.ENSP00000352536
O15069	9606.ENSP00000420477
P14373	9606.ENSP00000366404
P05455	9606.ENSP00000386636
O00231	9606.ENSP00000261712
Q14247	9606.ENSP00000365745
O43399	9606.ENSP00000217121
Q9UPN3	9606.ENSP00000354573
Q16890	9606.ENSP00000434142
Q9H6R4	9606.ENSP00000297990
Q02252	9606.ENSP00000450436
O60610	9606.ENSP00000381565
P61601	9606.ENSP00000379256
Q12912	9606.ENSP00000346442
Q9Y5Z4	9606.ENSP00000475750
P50440	9606.ENSP00000379895
P17275	9606.ENSP00000303315
P78559	9606.ENSP00000300231
P59998	9606.ENSP00000388169
P04406	9606.ENSP00000229239
Q9Y6M5	9606.ENSP00000355968
Q9NXH8	9606.ENSP00000350102
Q92544	9606.ENSP00000381104
O94992	9606.ENSP00000328773
Q643R3	9606.ENSP00000317300
P49454	9606.ENSP00000355922
Q15404	9606.ENSP00000367154
Q12864	9606.ENSP00000027335
Q8IXT5	9606.ENSP00000382239
P51572	9606.ENSP00000392330
Q96T17	9606.ENSP00000368964
P30519	9606.ENSP00000477572
Q9BVA0	9606.ENSP00000368982
P14649	9606.ENSP00000450385
P61158	9606.ENSP00000263238
Q9BTC0	9606.ENSP00000266070
Q92604	9606.ENSP00000355964
Q9Y6N5	9606.ENSP00000260324
P17482	9606.ENSP00000309439
Q8IWB1	9606.ENSP00000278071
O95777	9606.ENSP00000249299
Q9UHD1	9606.ENSP00000319255
Q12906	9606.ENSP00000404121
P63244	9606.ENSP00000426909
Q6IA17	9606.ENSP00000403104
Q9H8H0	9606.ENSP00000253247
Q86YP4	9606.ENSP00000353463
Q10570	9606.ENSP00000484669
O75448	9606.ENSP00000377686
Q86UE8	9606.ENSP00000316512
Q15050	9606.ENSP00000322396
Q9Y608	9606.ENSP00000338727
Q9NZI8	9606.ENSP00000290341
Q02218	9606.ENSP00000222673
Q9UJZ1	9606.ENSP00000348886
O95049	9606.ENSP00000465419
Q07157	9606.ENSP00000281537
Q9NQ29	9606.ENSP00000293872
Q5M775	9606.ENSP00000261503
Q96DB5	9606.ENSP00000385927
Q92692	9606.ENSP00000252483
P11233	9606.ENSP00000005257
P15311	9606.ENSP00000356042
P82979	9606.ENSP00000337632
O94760	9606.ENSP00000284031
Q9Y383	9606.ENSP00000347005
O75410	9606.ENSP00000321703
Q99661	9606.ENSP00000361298
O95674	9606.ENSP00000419879
Q9NQC3	9606.ENSP00000337838
Q9H2U1	9606.ENSP00000417078
Q8WVK7	9606.ENSP00000333433
Q15437	9606.ENSP00000338844
P34932	9606.ENSP00000302961
Q9NR28	9606.ENSP00000398495
P13798	9606.ENSP00000296456
Q13126	9606.ENSP00000369519
Q9NQW6	9606.ENSP00000265748
O43719	9606.ENSP00000442699
Q92835	9606.ENSP00000405338
P13797	9606.ENSP00000348163
Q9BUA3	9606.ENSP00000294244
P07197	9606.ENSP00000221166
Q16363	9606.ENSP00000230538
Q9BZI7	9606.ENSP00000276201
Q13098	9606.ENSP00000376167
Q96K76	9606.ENSP00000433146
P53602	9606.ENSP00000301012
P13645	9606.ENSP00000269576
Q15436	9606.ENSP00000306881
P10768	9606.ENSP00000367992
Q9Y6A5	9606.ENSP00000326550
O60841	9606.ENSP00000289371
P18858	9606.ENSP00000263274
O75339	9606.ENSP00000261883
Q9UNP9	9606.ENSP00000361918
P17029	9606.ENSP00000323148
Q92917	9606.ENSP00000156109
Q8TBC4	9606.ENSP00000354340
Q8TAT6	9606.ENSP00000331487
Q96GP6	9606.ENSP00000477564
P18847	9606.ENSP00000344352
P40227	9606.ENSP00000275603
Q9Y2X7	9606.ENSP00000378338
P12259	9606.ENSP00000356771
O75150	9606.ENSP00000325677
P27216	9606.ENSP00000262219
Q96I15	9606.ENSP00000254663
Q7L5D6	9606.ENSP00000265857
Q15393	9606.ENSP00000305790
Q7L1Q6	9606.ENSP00000394316
O95757	9606.ENSP00000296464
Q9P2K5	9606.ENSP00000316950
P60842	9606.ENSP00000293831
Q13769	9606.ENSP00000420306
Q13303	9606.ENSP00000367323
Q9H6F5	9606.ENSP00000227520
Q8IWZ3	9606.ENSP00000354085
Q9NRN7	9606.ENSP00000278618
Q00059	9606.ENSP00000420588
Q7Z3Y7	9606.ENSP00000305263
P18754	9606.ENSP00000362937
P22413	9606.ENSP00000354238
Q4VCS5	9606.ENSP00000361027
O75962	9606.ENSP00000339299
P30084	9606.ENSP00000357535
P35241	9606.ENSP00000384136
P48643	9606.ENSP00000280326
P50991	9606.ENSP00000377958
Q9H5H4	9606.ENSP00000369777
Q13148	9606.ENSP00000240185
Q6R327	9606.ENSP00000296782
Q9BXJ9	9606.ENSP00000296543
Q9H2U2	9606.ENSP00000343885
Q14166	9606.ENSP00000216129
O14684	9606.ENSP00000342385
Q5TGY3	9606.ENSP00000363123
P58317	9606.ENSP00000326967
Q9P2N5	9606.ENSP00000265271
Q6NVY1	9606.ENSP00000352706
Q684P5	9606.ENSP00000254695
P54577	9606.ENSP00000362576
Q96K21	9606.ENSP00000347498
Q9Y3S2	9606.ENSP00000262990
O15344	9606.ENSP00000312678
O43847	9606.ENSP00000346890
Q16384	9606.ENSP00000366118
O60271	9606.ENSP00000262013
Q8N1F7	9606.ENSP00000310668
P11047	9606.ENSP00000258341
Q9Y3D9	9606.ENSP00000320184
O96000	9606.ENSP00000268668
Q96G03	9606.ENSP00000371393
Q9H3G5	9606.ENSP00000387164
Q9NZT1	9606.ENSP00000369689
Q9UDW1	9606.ENSP00000332887
P62316	9606.ENSP00000342374
P78560	9606.ENSP00000439068
Q96S66	9606.ENSP00000349456
Q9Y2H6	9606.ENSP00000441831
O75937	9606.ENSP00000263697
Q9NTK5	9606.ENSP00000284719
O95163	9606.ENSP00000363779
P55072	9606.ENSP00000351777
Q9P2D1	9606.ENSP00000392028
O43818	9606.ENSP00000232888
P42892	9606.ENSP00000364028
O75828	9606.ENSP00000290354
P49189	9606.ENSP00000346827
O15031	9606.ENSP00000409171
O14545	9606.ENSP00000257604
O43439	9606.ENSP00000262653
P54619	9606.ENSP00000323867
P55786	9606.ENSP00000320324
Q8IX30	9606.ENSP00000274938
Q8TEQ8	9606.ENSP00000367880
P08581	9606.ENSP00000317272
Q6ZRP7	9606.ENSP00000351536
P32004	9606.ENSP00000359077
O60927	9606.ENSP00000365963
P61457	9606.ENSP00000299299
Q13363	9606.ENSP00000290921
Q96FW1	9606.ENSP00000444357
Q5VUA4	9606.ENSP00000354964
Q9H479	9606.ENSP00000300784
Q9Y5L3	9606.ENSP00000347213
P25325	9606.ENSP00000380402
Q13620	9606.ENSP00000384109
Q9H7D0	9606.ENSP00000276440
Q9BPW9	9606.ENSP00000389241
Q53RT3	9606.ENSP00000315383
P98082	9606.ENSP00000313391
Q96CD2	9606.ENSP00000343190
P84103	9606.ENSP00000362820
O75191	9606.ENSP00000207870
Q15738	9606.ENSP00000359297
Q9UIG0	9606.ENSP00000342434
P17987	9606.ENSP00000317334
O95864	9606.ENSP00000278840
Q00341	9606.ENSP00000375836
Q9H3P7	9606.ENSP00000355777
Q9Y3Q0	9606.ENSP00000432481
Q9UIJ7	9606.ENSP00000371230
P47897	9606.ENSP00000307567
Q9HAB8	9606.ENSP00000361642
Q8N8Y2	9606.ENSP00000285393
Q7Z2K6	9606.ENSP00000340427
Q15029	9606.ENSP00000392094
Q16656	9606.ENSP00000376924
Q8NHP8	9606.ENSP00000280800
Q9NRG7	9606.ENSP00000382327
P14735	9606.ENSP00000265986
P02760	9606.ENSP00000265132
O14777	9606.ENSP00000261597
Q8IZC7	9606.ENSP00000468049
O43318	9606.ENSP00000358335
Q9UBB5	9606.ENSP00000256429
Q9Y4P3	9606.ENSP00000307260
Q9NYK5	9606.ENSP00000305682
Q14152	9606.ENSP00000358140
P30520	9606.ENSP00000355493
P25205	9606.ENSP00000480987
P09211	9606.ENSP00000381607
Q5TBC7	9606.ENSP00000376992
Q12931	9606.ENSP00000246957
Q9H7Z7	9606.ENSP00000345341
P78344	9606.ENSP00000433664
Q6NXE6	9606.ENSP00000444156
Q9UEG4	9606.ENSP00000262525
Q99715	9606.ENSP00000325146
Q92832	9606.ENSP00000298925
P29372	9606.ENSP00000219431
P49207	9606.ENSP00000378163
Q9H6V9	9606.ENSP00000237822
Q7Z3E5	9606.ENSP00000484804
Q8IV08	9606.ENSP00000387050
O95445	9606.ENSP00000365081
Q96PC5	9606.ENSP00000452252
Q96S44	9606.ENSP00000361186
Q6P9B9	9606.ENSP00000327889
P61026	9606.ENSP00000264710
P39023	9606.ENSP00000346001
Q9H5V8	9606.ENSP00000296129
O95983	9606.ENSP00000412302
P26440	9606.ENSP00000418397
Q96J84	9606.ENSP00000352138
Q92598	9606.ENSP00000318687
Q03169	9606.ENSP00000452634
P51809	9606.ENSP00000262640
P26368	9606.ENSP00000307863
P46060	9606.ENSP00000401470
Q687X5	9606.ENSP00000369419
Q658P3	9606.ENSP00000376822
P08571	9606.ENSP00000304236
Q9UQB8	9606.ENSP00000316338
P35270	9606.ENSP00000234454
P13807	9606.ENSP00000317904
Q96S19	9606.ENSP00000440765
O43684	9606.ENSP00000357858
O43813	9606.ENSP00000388713
Q969N2	9606.ENSP00000279036
Q15021	9606.ENSP00000325017
P30990	9606.ENSP00000256010
Q14789	9606.ENSP00000377275
P38432	9606.ENSP00000240316
P03956	9606.ENSP00000322788
Q9H814	9606.ENSP00000297540
P15586	9606.ENSP00000258145
O00115	9606.ENSP00000222219
P08253	9606.ENSP00000219070
Q9BU89	9606.ENSP00000398882
P35052	9606.ENSP00000264039
P13010	9606.ENSP00000375978
P51570	9606.ENSP00000465930
Q5T2R2	9606.ENSP00000365388
Q99832	9606.ENSP00000258091
Q04323	9606.ENSP00000294119
Q96GN5	9606.ENSP00000383986
Q96JQ2	9606.ENSP00000298912
O15067	9606.ENSP00000313490
Q9P219	9606.ENSP00000374507
O60506	9606.ENSP00000358635
Q15072	9606.ENSP00000400391
P17028	9606.ENSP00000261332
Q5JRX3	9606.ENSP00000370377
Q14241	9606.ENSP00000395574
Q9ULV3	9606.ENSP00000439244
P11279	9606.ENSP00000333298
Q9UN86	9606.ENSP00000352738
Q14938	9606.ENSP00000380781
Q16629	9606.ENSP00000325905
Q15375	9606.ENSP00000358309
P61599	9606.ENSP00000335636
O75122	9606.ENSP00000417518
O60925	9606.ENSP00000261813
P16615	9606.ENSP00000440045
P49418	9606.ENSP00000348602
P09543	9606.ENSP00000377470
P12955	9606.ENSP00000244137
Q8TF68	9606.ENSP00000380019
O00442	9606.ENSP00000260563
Q07021	9606.ENSP00000225698
Q01968	9606.ENSP00000360154
Q9BXP2	9606.ENSP00000275730
O94763	9606.ENSP00000376097
P48147	9606.ENSP00000358106
Q9NVU0	9606.ENSP00000299853
O95394	9606.ENSP00000425809
Q9NRW7	9606.ENSP00000358126
Q9UKG9	9606.ENSP00000413575
A8K7I4	9606.ENSP00000234701
P01833	9606.ENSP00000348888
Q9HAU5	9606.ENSP00000348708
Q96P48	9606.ENSP00000377233
P51532	9606.ENSP00000395654
Q8N158	9606.ENSP00000292377
Q5SWX8	9606.ENSP00000287859
Q8NCC3	9606.ENSP00000219345
Q15027	9606.ENSP00000158762
Q12756	9606.ENSP00000438388
Q8NBJ7	9606.ENSP00000341938
Q9UL46	9606.ENSP00000216802
P55011	9606.ENSP00000262461
Q8WUY1	9606.ENSP00000338607
Q9NR12	9606.ENSP00000348099
P04181	9606.ENSP00000357838
Q8IWW6	9606.ENSP00000345808
P09172	9606.ENSP00000376776
Q16270	9606.ENSP00000295666
O14523	9606.ENSP00000338885
P09104	9606.ENSP00000437402
O75027	9606.ENSP00000253577
Q8WW12	9606.ENSP00000265260
Q96C57	9606.ENSP00000437803
Q01518	9606.ENSP00000361883
Q93084	9606.ENSP00000353072
P19838	9606.ENSP00000226574
O00221	9606.ENSP00000275015
Q86VM9	9606.ENSP00000416951
Q9BUP3	9606.ENSP00000392985
Q15628	9606.ENSP00000341268
P15498	9606.ENSP00000472929
P61011	9606.ENSP00000451818
Q13641	9606.ENSP00000358765
Q00653	9606.ENSP00000358983
Q96AY3	9606.ENSP00000317232
O95865	9606.ENSP00000364945
Q9NWH9	9606.ENSP00000369887
Q9Y5J1	9606.ENSP00000225298
P29323	9606.ENSP00000363763
Q9BUQ8	9606.ENSP00000310723
Q9BQG0	9606.ENSP00000370968
O15230	9606.ENSP00000252999
P06396	9606.ENSP00000362924
Q8NBI6	9606.ENSP00000309640
Q92908	9606.ENSP00000269216
P28065	9606.ENSP00000363993
Q6ZRS2	9606.ENSP00000262518
Q99801	9606.ENSP00000370253
Q9UJW0	9606.ENSP00000414906
P08648	9606.ENSP00000293379
Q9NX00	9606.ENSP00000253047
P16278	9606.ENSP00000306920
Q9NXR5	9606.ENSP00000267339
Q96LJ7	9606.ENSP00000288111
P08183	9606.ENSP00000478255
O15195	9606.ENSP00000283713
P08240	9606.ENSP00000328023
Q9BY50	9606.ENSP00000468633
P27487	9606.ENSP00000353731
O43396	9606.ENSP00000217515
Q9Y6K5	9606.ENSP00000228928
Q9NQ32	9606.ENSP00000318999
Q8NCH0	9606.ENSP00000307297
Q9H3Q1	9606.ENSP00000338258
Q14160	9606.ENSP00000349486
Q86UX7	9606.ENSP00000279227
Q9UHF7	9606.ENSP00000379065
Q16836	9606.ENSP00000474560
Q96ME7	9606.ENSP00000347648
O14841	9606.ENSP00000480476
P21912	9606.ENSP00000364649
Q68CZ2	9606.ENSP00000312143
P51858	9606.ENSP00000357189
P12956	9606.ENSP00000352257
Q9Y3E1	9606.ENSP00000299633
Q00403	9606.ENSP00000359531
Q9Y320	9606.ENSP00000278422
O14734	9606.ENSP00000217455
Q9BV19	9606.ENSP00000361603
O15321	9606.ENSP00000261789
