label,Iso_map,,,Random_Trees,,,t_sne,,,IsomapClustering,Random_TreesClustering,SpectralClustering,tSNEClustering,LouvainClustering
7334,-1.95762,-1.41244,-4.00474,14.07001,-0.09182,-0.03552,-1.34094,6.94045,-7.29469,3,2,1,2,3
5244,-6.12675,-2.82196,-14.33928,14.00088,-0.06679,-0.08771,4.00259,4.49843,0.63684,3,2,1,2,6
4393,-1.45805,-1.24623,-2.78528,14.07164,0.2943,-0.14843,3.7742,-3.41698,-5.94695,1,2,1,1,5
4302,-34.42322,102.30207,-47.8472,13.03018,0.17269,0.08406,-5.9611,-12.23204,-4.0899,3,2,1,2,3
1746,-7.46678,-3.28479,-17.73316,14.00281,-0.00632,0.27752,5.70766,16.41571,2.67096,3,2,2,1,3
706,-8.85648,-3.77055,-21.29719,13.57978,-0.17323,-0.42185,-2.21963,-8.41719,0.41985,3,2,2,1,3
2244,-6.46434,-2.93806,-15.19055,13.93358,-0.07284,0.50223,-5.88272,3.72387,-19.6467,3,2,2,1,2
4469,-4.99109,-2.43369,-11.49288,13.78918,-0.11774,-0.05376,3.77977,-1.82599,2.88494,3,2,1,1,5
4405,4.12581,2.17427,5.01717,14.0735,-0.04054,-0.26508,5.34982,-5.37128,-7.94533,3,2,2,1,6
2320,-12.20434,-4.96759,-30.0949,13.99972,-0.0869,0.02258,1.62445,-1.6566,8.87651,3,2,2,1,5
2808,-1.57033,-1.28354,-3.05907,14.07249,-0.065,0.20098,-14.27844,-8.13595,-4.93424,3,2,1,1,6
8051,2.36646,0.0114,6.45597,13.93385,0.03163,0.32015,-4.98381,0.8767,-1.04163,3,2,2,1,3
2539,-10.34258,-6.58698,-12.96411,13.9333,0.43678,-0.21093,-8.57106,5.71354,7.94954,3,2,1,2,6
5280,-20.33042,-7.76969,-55.02279,13.65498,-0.09079,-0.06993,12.7298,4.8797,3.77645,3,2,2,1,5
3563,-19.3748,-7.68276,-50.18799,13.86399,-0.0499,-0.44529,13.2362,10.0981,-5.52581,1,2,2,1,3
4438,-50.10656,-26.51714,-146.31717,12.94771,-0.11888,-0.03126,-5.70911,-1.53646,-1.95217,3,2,2,1,2
4894,0.31955,-0.65868,1.52842,13.86143,-0.05225,-0.23044,8.75739,20.26841,-2.18852,3,2,1,2,3
1803,63.91423,85.25711,-154.57909,13.09377,0.06779,-0.11828,3.80615,-10.62764,7.71769,3,2,2,1,4
6043,-9.4804,-4.22639,-24.18601,13.65206,-0.13139,-0.67205,-4.79406,5.69422,-7.52736,3,2,2,2,3
1209,-4.23203,-2.17607,-9.60435,14.07107,-0.07291,-0.11567,1.85666,3.45273,5.98069,1,2,2,1,3
3601,-2.87292,-1.71834,-6.2483,14.07054,-0.09312,-0.09632,-15.76155,-0.81396,13.55803,3,2,1,1,6
5864,-5.20061,-2.50506,-12.01608,13.58651,1.55918,-0.63584,1.01893,-8.13456,5.73482,3,2,2,2,3
2056,-1.79669,-1.35884,-3.61152,13.79236,-0.0324,-0.0491,3.45999,6.97896,3.14072,3,2,1,2,3
228,-5.09725,-2.32454,-12.50895,13.795,-0.04685,-0.37892,-7.24143,9.60446,-4.0054,3,2,2,2,6
3334,-43.53023,-25.5475,-93.18407,13.58422,0.41648,0.30864,-3.84844,-7.01305,2.07247,3,2,2,2,2
2909,-14.79427,-5.93035,-37.36254,13.51001,-0.14024,-0.07972,7.70453,7.58511,-5.9299,1,2,2,6,6
1661,1.46862,-0.28176,4.29895,14.00171,-0.07366,-0.07554,3.5223,-5.2763,-0.79101,1,2,2,7,5
5230,-6.53052,-2.96086,-15.35772,13.72968,1.69966,-0.54145,11.05082,9.03216,8.74833,3,2,2,2,3
3114,-7.64763,-3.34766,-18.19434,13.72473,0.04629,0.27863,-4.41362,7.90023,-0.76472,2,2,2,2,6
5346,-4.31718,-2.14412,-10.29658,13.85999,-0.07906,-0.13376,5.07493,-10.92776,-0.0443,3,2,2,1,3
1945,-4.20534,-2.16704,-9.53814,13.79372,-0.02923,0.1022,1.61824,8.8921,0.52851,1,2,2,1,6
2373,0.55263,-0.58206,2.0914,14.07221,-0.02614,0.12074,4.27211,1.08592,-8.16714,3,2,1,1,3
186,-24.49683,-14.05803,-41.09048,13.4416,-0.04662,0.74848,-13.67843,-2.55799,3.9161,3,2,2,16,2
7020,-1.87578,-1.38518,-3.80474,14.06906,-0.09142,-0.06885,1.49286,-3.35247,-6.58942,3,2,1,1,3
1666,-15.92851,-6.34966,-40.2935,13.72647,0.1288,0.93916,3.13306,16.34091,12.43582,1,2,2,3,5
5009,-2.15587,-15.84935,-4.13959,13.65182,-0.03522,0.04517,6.51164,-2.19697,9.69953,3,2,2,1,5
3158,-14.03716,-5.53591,-35.83956,14.14056,-0.07877,-0.05902,3.43077,-12.15667,-0.61151,3,2,1,1,4
1294,-12.05448,-4.9194,-29.61485,13.72142,-0.08726,-0.29585,-8.30306,7.92344,-9.96926,3,2,1,1,3
7364,-9.35027,-3.94465,-22.57526,13.79447,0.0323,-0.07769,1.50607,-0.94333,4.39098,3,2,2,1,3
948,-16.15886,-6.43707,-40.94035,13.65278,-0.0426,-0.46952,-8.0755,-4.01194,-18.35804,3,2,1,2,6
2814,-11.15687,67.19971,-20.07213,13.86366,-0.01067,0.54596,-8.92785,-10.55346,-0.75961,3,2,1,1,2
1718,-1.42474,-1.23516,-2.70409,14.00226,0.3933,-0.26747,-3.13011,-6.03829,2.62257,3,2,2,1,6
2893,-3.07532,-3.21941,-11.37716,13.93254,-0.07135,0.41027,-11.80984,-1.15197,0.17882,1,2,2,1,2
7417,-3.57358,-1.95377,-7.97455,13.99984,-0.11902,-0.06055,6.65219,-2.26336,3.30282,3,2,2,2,6
924,-23.11928,-9.19775,-61.51704,13.65422,0.02745,-0.01734,-9.34196,1.02735,-1.63398,3,2,2,1,5
2616,-12.48523,-5.06989,-30.84802,13.58374,-0.08446,0.29511,-7.98915,5.59808,14.47651,1,2,2,6,2
1687,-4.08127,-2.12508,-9.23052,14.06925,-0.09445,-0.06265,1.15032,8.98805,-3.522,3,2,2,2,5
94,-20.73274,-8.55485,-54.85773,13.58399,-0.10438,-0.38395,-5.93492,10.76206,1.65917,1,2,2,1,3
4506,-3.66059,-1.98308,-8.1895,14.00062,-0.10394,0.01889,-5.60712,0.17673,-4.82965,3,2,2,1,3
4901,-18.29282,-7.25822,-47.03005,13.86147,-0.13981,-0.30986,-15.85514,-7.84279,10.40331,3,2,1,1,3
4710,0.39945,-0.63241,1.72147,14.00214,-0.03672,0.18781,13.77038,-8.03419,6.31451,3,2,2,1,2
6465,4.50151,0.70457,11.56539,14.07071,-0.07697,-0.0433,3.9982,16.68257,7.97987,3,2,2,1,6
5404,-7.6684,-3.35489,-18.24735,13.93408,0.04552,0.43726,-7.45786,1.08982,7.1609,3,2,1,2,5
5818,-5.0745,-2.45008,-11.90098,14.00284,-0.01031,0.13797,9.64026,6.76526,1.636,3,2,1,1,3
6434,2.07589,-0.08336,5.75854,14.14056,-0.07877,-0.05902,9.55649,-15.02394,4.08732,3,2,2,1,3
4223,-10.76115,-4.44668,-26.26323,13.65278,1.53841,-0.57045,-8.55023,-0.83359,7.15833,3,2,2,1,6
6941,-3.5433,-1.93175,-8.1412,13.93193,-0.0668,0.11997,0.29291,5.05236,9.86582,1,2,2,1,4
886,-24.00094,-9.61283,-64.24688,13.36729,-0.18969,-0.66301,-9.27688,-1.65712,-1.96812,3,2,2,1,3
882,-60.31675,-115.50489,420.02204,13.22948,-0.00338,0.23304,4.80377,-1.70704,11.97936,2,2,2,2,2
7963,-11.18587,-4.59919,-27.38442,13.99842,-0.0989,-0.07301,-8.91125,-12.35788,-14.15213,3,2,1,1,2
2948,-47.82079,85.07736,-158.62923,12.5415,0.55937,-0.51519,-2.94667,-11.23574,-7.30537,3,2,2,2,3
2137,-14.85631,-5.94586,-37.30821,13.86513,0.03769,0.45625,1.13312,6.27762,-6.30438,3,2,2,1,5
2003,-24.16926,-9.63609,-64.81365,13.51167,0.02578,0.22086,-6.41451,-1.80214,-4.89857,3,2,1,1,4
5162,2.78023,0.14614,7.44808,14.14056,-0.07877,-0.05902,-14.07818,-3.80635,-9.97242,3,2,1,8,5
203,-17.63054,-7.02167,-45.01793,13.44406,-0.00711,-0.09975,-1.37144,-1.6207,12.07713,2,2,2,2,6
2166,-43.18386,-206.09054,1203.27256,13.5102,-0.03133,0.49847,6.28399,-5.84409,9.38211,3,2,2,1,2
2449,-153.82055,12797.63609,1738.15227,12.46276,0.50613,0.11238,0.7904,-15.22973,-5.3918,3,2,1,1,3
713,-8.19133,-3.53729,-19.58544,13.6527,-0.06273,0.35768,7.31184,0.54228,7.87655,2,2,2,2,6
7529,-33.12393,-13.68713,-97.73571,12.94946,0.02141,0.92097,7.67685,3.37357,2.6125,3,2,1,1,6
2042,-15.87879,-6.33083,-40.15413,13.51472,-0.00107,0.08278,-8.21121,3.8697,17.87529,3,2,2,1,4
5814,-14.97576,-5.9906,-37.63872,13.58157,-0.06442,-0.19293,2.7363,0.97941,-9.85857,3,2,2,2,3
286,-1.89221,-1.39065,-3.84489,13.93175,-0.06071,-0.02671,6.80467,3.14916,9.20457,3,2,1,1,5
3463,-4.26411,-2.18693,-9.68394,13.72795,0.01659,-0.20077,0.26437,11.33474,-1.32453,3,2,2,1,3
1798,1.79862,-0.17388,5.09248,13.99939,-0.07583,-0.02056,-20.03728,0.61266,-5.96446,1,2,2,1,3
7115,4.65841,0.75533,11.9401,14.14056,-0.07877,-0.05902,2.97459,-9.19639,-6.40872,2,2,2,2,6
5655,-6.96896,-3.81566,-14.21222,13.92962,-0.11593,-0.15458,-8.1015,5.27552,6.45608,3,2,1,1,6
7661,-2.33385,-1.53796,-4.92544,13.86645,0.13361,0.76521,0.69381,-11.67925,13.15505,1,2,2,1,4
3632,-1.47181,-1.2508,-2.81884,14.00366,0.00247,-0.04151,16.25046,3.74419,-14.73962,3,2,2,2,4
7216,0.93431,-0.45677,3.01219,14.00038,-0.08027,-0.19398,-0.80934,-1.31375,-7.60888,3,2,2,1,3
5130,19.04374,-10.00164,-39.20759,13.65102,-0.05533,0.0022,10.12857,0.97396,9.35881,3,2,2,1,3
1921,-6.37561,-2.90752,-14.96658,13.71982,-0.07722,-0.02019,18.67886,4.08618,10.78851,3,2,2,1,3
1844,-8.10288,-3.02385,-21.07923,13.86326,0.35085,-0.29212,7.74497,10.3296,-1.91238,3,2,1,1,6
5134,-9.62137,-4.04059,-23.27968,13.7943,0.03308,-0.01975,2.32281,-2.98423,-1.22045,3,2,2,2,3
6841,-11.68256,-4.77837,-28.70234,13.6547,1.68805,0.04552,-5.38527,-16.71388,13.28528,3,2,1,2,3
4706,-14.28898,-5.73418,-35.74518,14.00111,-0.06927,0.09297,-6.02805,4.50279,2.6096,3,2,2,1,2
178,-6.82874,-3.06376,-16.11221,13.86255,-0.07548,-0.42234,-0.00351,18.2734,0.43406,3,2,2,1,3
2331,-20.64425,6.74684,-52.57648,13.79702,0.02323,0.05764,6.15429,3.73601,4.15704,3,2,1,2,3
1022,-8.71695,-3.7215,-20.93719,13.93575,-0.05038,0.17235,3.21687,-0.47761,-6.86437,3,2,1,1,2
1234,-41.60883,68.008,-118.47613,13.5798,-0.06441,0.06435,-8.56555,-9.87814,-1.24239,3,2,1,2,2
3086,-8.37112,-3.6002,-20.04703,13.93197,-0.00451,0.23286,8.01052,18.91847,-0.47377,1,2,2,7,6
6167,-8.29173,-3.57241,-19.8431,13.86159,0.3668,-0.35352,0.86661,-3.93174,-11.1204,3,2,2,1,6
6488,-14.487,-5.45706,-37.14184,13.5215,0.18794,0.3766,-7.11533,9.18433,5.39588,1,2,2,2,3
7702,-9.29965,-3.92677,-22.44395,13.92929,-0.12744,-0.09011,-21.81492,-1.07204,-1.6359,2,2,2,2,4
3357,-16.67727,-6.63464,-42.40345,13.656,0.03914,0.44881,20.70712,-4.56701,-6.01021,1,2,2,17,4
8290,0.18342,-0.70348,1.19932,14.0005,-0.0673,-0.09529,15.50304,-0.08379,8.79281,3,2,2,1,6
2452,-4.73282,-2.34587,-10.84909,14.14056,-0.07877,-0.05902,8.87051,-2.2005,2.37664,1,2,1,1,6
4750,-4.48295,-2.26107,-10.22745,14.00281,0.02336,-0.0911,-16.06793,-6.17085,-1.74654,3,2,2,1,6
3986,-9.69469,-4.06657,-23.47052,13.58791,2.2526,-0.201,-2.78285,5.80864,-2.65877,3,2,2,1,5
4864,-37.84468,-16.97639,-109.96322,13.65078,0.02726,0.28329,-8.78749,-8.68137,2.99476,3,2,1,2,2
6890,3.06904,-0.08942,6.21353,14.07021,-0.0878,0.00188,9.97351,-5.56523,-4.46059,3,2,2,1,6
6431,-12.85122,-5.20363,-31.83306,13.93153,-0.07512,-0.09805,15.59945,-5.02498,8.97575,3,2,2,1,6
6145,-5.47937,-2.6002,-12.71352,13.78816,-0.09144,-0.14524,-1.70282,0.15302,3.79067,1,2,2,1,6
2747,33.95114,-4.69192,-46.78741,13.86206,0.42536,-0.30256,1.03308,-4.83637,12.46803,3,2,1,2,4
3208,-11.67881,-4.77701,-28.69236,13.86051,0.37159,-0.29654,4.48917,-18.13137,8.62501,1,2,2,1,6
1704,-12.06896,-4.18665,-26.99039,13.93325,-0.00699,0.52318,-10.71545,3.6702,-2.14739,3,2,1,1,5
6023,-4.96612,-2.42519,-11.43057,13.58281,-0.09065,-0.1652,5.63944,10.63646,15.83331,3,2,2,2,6
2942,-1.28698,-1.18943,-2.36848,13.93258,-0.02748,-0.12681,-1.68803,0.69913,-8.17855,3,2,2,1,3
2681,-2.86775,-1.71661,-6.2356,13.86352,-0.08397,-0.14968,1.49286,-3.35247,-6.58942,3,2,2,1,3
402,-14.77919,-5.93047,-36.99053,13.93306,-0.07045,-0.32309,-2.71779,8.47867,-3.93947,3,2,2,1,3
547,-17.41951,-6.95259,-44.4439,13.92848,-0.11098,-0.09436,-8.98194,6.0605,-1.59407,3,2,1,1,6
3954,-11.81898,-4.82774,-29.06562,13.9312,-0.08985,-0.09707,8.83785,9.31133,-12.83885,3,2,1,1,6
340,-22.14835,-10.18719,-51.87914,13.65026,-0.0205,0.28135,-6.68364,-5.64402,-4.58033,2,2,2,2,5
4247,-14.93209,-5.97424,-37.51783,13.79165,-0.04124,0.01877,5.66102,-2.37577,3.67703,1,2,2,1,2
802,-9.55845,-4.0183,-23.11602,13.8639,-0.07965,-0.50396,-3.61934,3.44887,-7.5522,3,2,2,1,6
1220,-12.32547,-5.01167,-30.41935,13.79159,0.33794,0.08132,-6.0571,20.57634,-7.76068,3,2,2,2,6
6074,-3.94048,-2.07751,-8.88178,14.07107,-0.07291,-0.11567,-18.59492,14.50257,-3.261,3,2,1,1,3
4083,-1.83851,-1.37277,-3.71367,14.14056,-0.07877,-0.05902,-16.92574,2.71216,10.86914,3,2,2,1,3
4784,-11.66513,-4.69059,-29.61436,13.58451,0.00511,-0.30973,13.88066,3.09386,6.35345,3,2,1,2,6
3924,-1.81051,-1.36344,-3.64528,14.07123,-0.08572,0.04154,0.60407,19.5962,2.00516,3,2,2,1,2
5976,1.82773,-0.16437,5.16243,13.79261,-0.05455,-0.32095,-18.02926,-5e-05,9.14952,3,2,1,1,6
5443,-10.06522,-30.85029,-28.4391,13.51591,0.20343,1.04808,-6.70162,-7.03792,8.28655,1,2,2,1,2
3432,-17.14519,-6.81401,-43.73288,13.58306,-0.10168,0.05486,-1.45135,19.46572,-7.92824,1,2,2,1,3
293,-35.04537,-138.45418,565.63021,13.51347,0.12726,1.1473,4.83246,-1.71081,12.00032,3,2,2,1,2
585,-4.92782,-2.37975,-12.02407,13.79053,-0.08535,-0.26453,16.63615,3.32951,6.57592,3,2,2,1,3
7650,-0.63749,-0.97041,-1.83587,14.14056,-0.07877,-0.05902,2.72707,-9.24097,-0.84706,3,2,1,1,6
6993,-4.77036,-2.35862,-10.9426,13.85968,-0.08712,0.12624,12.45319,11.15209,-11.20332,1,2,2,1,6
5085,28.95456,55.57382,-21.74561,13.72509,0.90058,-0.44783,10.30447,-0.53276,8.72321,2,2,2,2,2
2649,-7.41776,-3.26776,-17.60829,13.58271,-0.10141,-0.46611,-4.38581,1.08338,4.02785,3,2,1,1,3
3353,-16.43225,25.58239,-39.35984,13.65396,-0.09195,-0.61852,-6.73437,9.14185,5.20669,3,2,1,1,3
2163,-26.39594,-10.58659,-71.99341,13.23891,0.226,1.47746,4.35716,2.08609,-5.9068,3,2,2,2,4
4024,3.35574,0.3332,8.82631,14.14056,-0.07877,-0.05902,-14.70841,-9.64586,11.3026,3,2,2,1,5
2854,-47.14061,-21.2883,-155.67938,13.23163,-0.07942,0.46371,0.36886,4.34603,-8.02279,2,2,2,2,2
4220,-13.28707,-5.36359,-33.01177,13.64956,-0.06535,-0.20193,-16.5637,-0.20639,-12.23671,2,2,2,2,3
236,-3.99134,-2.09469,-9.00772,13.93402,0.47762,0.00516,3.09065,-3.58443,-6.62691,3,2,1,2,6
4100,-7.60702,-3.33354,-18.0907,13.86526,0.02196,-0.06245,18.12797,-1.01651,-12.43935,2,2,2,2,3
1706,-3.3696,-1.88511,-7.47117,14.0,-0.05965,-0.14346,-0.66929,-6.89503,-4.66787,3,2,2,1,6
197,-33.75051,20.33445,-93.9161,13.51124,-0.08021,0.18259,-2.83892,8.54441,3.42082,3,2,2,1,5
581,-6.98588,-3.11808,-16.51057,13.58051,-0.10552,-0.30799,-16.26498,-13.6296,8.63019,3,2,1,2,3
879,-75.86067,46.82282,-372.68682,13.01951,0.03495,0.43593,12.14274,3.37886,-6.23173,3,2,2,2,3
5036,-16.08943,-6.4107,-40.74517,13.23325,-0.01999,-0.24199,6.12888,3.81262,10.55506,3,2,2,1,3
4031,-6.02802,-2.78806,-14.09079,13.86737,-0.02962,-0.50587,-13.85519,3.36679,17.64727,3,2,1,2,3
4150,-18.04538,-7.16192,-46.31467,13.65142,-0.12589,-0.18745,1.22355,-8.27749,2.23459,3,2,1,2,6
4075,-27.44999,-11.04686,-75.48613,13.65275,-0.05587,0.2084,-3.59279,-4.00471,6.19386,3,2,2,2,5
2103,-7.26484,-3.2147,-17.21913,13.79281,-0.046,0.13305,-1.32579,-0.71,-3.28876,3,2,2,1,2
1159,-22.04522,-8.75565,-58.2009,13.93118,-0.04836,0.15352,8.05345,-3.81682,0.08304,1,2,2,2,6
6338,-5.98761,-2.7742,-13.98912,13.93508,-0.03799,-0.08588,-7.01422,0.77758,4.38511,3,2,1,1,6
6627,3.2378,0.15228,7.40386,14.07036,-0.0974,-0.09619,-1.60312,-7.65506,-9.67599,2,2,2,2,3
3634,-10.28635,-4.27696,-25.01597,13.86224,-0.0517,-0.1894,12.4555,5.08763,-10.41679,1,2,2,1,3
2076,-5.24637,-2.52066,-12.13045,14.07015,-0.06257,-0.10166,-0.68335,21.72591,-9.14334,3,2,1,1,6
3111,-61.4835,-309.09237,1824.22569,13.44261,0.02247,0.71583,-2.43511,-8.00152,9.64525,1,2,2,1,2
1451,-0.71646,-1.00041,-0.98111,14.06984,-0.09041,-0.06839,6.61763,-15.36436,-5.40473,2,2,2,2,6
75,-14.23085,-5.13091,-36.90378,13.64708,-0.12039,-0.07966,6.19072,12.26474,1.90817,1,2,2,1,6
6886,-4.04939,-2.1143,-9.15153,13.86235,-0.08272,-0.19945,6.01096,-7.3568,-6.12065,1,2,2,9,6
4207,1.95344,-0.12332,5.46448,13.93225,-0.0919,-0.24796,-19.69397,-2.88695,4.30876,3,2,1,1,5
5249,-12.10084,19.79323,-28.01512,13.93081,-0.13931,-0.23151,8.79788,-2.3403,-8.9024,3,2,2,2,3
1747,-19.25196,-28.99135,-262.81307,12.6722,-0.14757,-0.28049,9.19288,4.47122,8.64411,3,2,1,1,3
4258,-4.85674,-2.38798,-11.15782,14.07162,-0.08481,-0.11772,-6.53825,18.98682,-9.52321,3,2,2,2,6
4592,-2.29948,-1.52648,-4.84124,14.00028,-0.09463,-0.19285,6.59907,7.25508,-4.53822,3,2,2,1,3
4063,-11.87333,-4.84743,-29.21052,13.86235,-0.08686,-0.24548,12.02749,4.9609,-18.78486,3,2,2,1,6
7112,-11.73045,-5.40146,-25.04769,13.72059,-0.02056,0.22798,-10.37137,-2.10353,9.62433,3,2,2,1,6
6934,2.93171,0.19541,7.81104,14.14056,-0.07877,-0.05902,4.40915,1.51959,1.83698,3,2,1,1,6
3035,-13.76784,-5.8865,-35.02533,13.51572,1.5451,-0.84427,-5.50393,11.53756,1.50008,1,2,2,10,3
6818,813.94873,5.24318,22.00794,14.14056,-0.07877,-0.05902,-4.05801,10.11599,3.83041,3,2,2,2,4
4179,-9.77113,-4.09369,-23.66965,13.72025,-0.04259,-0.0008,-10.77118,15.15148,-11.31835,3,2,2,1,3
6635,-16.42351,-6.53778,-41.68599,13.51922,0.02677,-0.20828,5.19719,6.3783,-0.71293,3,2,1,2,3
5220,-8.73866,-3.72913,-20.99318,13.85913,-0.13239,-0.16043,-2.57624,4.6777,-2.72865,3,2,1,1,6
4334,-43.51238,119.88207,-128.37257,13.30114,-0.06475,-0.21411,7.9472,-10.28857,-6.13385,3,2,2,1,3
2290,-8.81273,-3.75517,-21.18426,14.07013,-0.09204,-0.06592,18.41624,6.49763,-10.50643,1,2,2,1,6
7068,-30.61459,11.32867,-84.32921,13.44082,0.02095,0.44003,4.74669,8.76797,8.86392,3,2,1,2,3
6851,-6.22216,-2.85474,-14.57962,13.65469,-0.05171,-0.64614,3.8201,-1.41573,18.75757,3,2,2,1,3
7139,-11.47645,-4.68866,-30.02306,13.72429,-0.07826,-0.27118,11.25286,4.20325,7.49586,3,2,1,2,3
4246,-9.86961,-4.12865,-23.92642,13.79117,-0.08399,0.19581,-0.71703,4.25754,3.02306,3,2,1,1,2
2731,-1.60219,-1.29414,-3.13679,14.00064,-0.06319,0.03187,2.01073,-18.78518,-10.04367,3,2,2,1,5
1862,-13.00301,-5.25925,-32.24288,13.51432,0.1223,0.90219,10.62359,0.98533,1.96442,3,2,1,1,4
5989,-13.45183,-5.42425,-33.45896,13.86363,0.08445,0.61831,-5.38558,-0.00621,0.33089,3,2,2,1,4
5428,-7.15731,-3.17743,-16.94579,13.79019,-0.11779,-0.01127,1.67779,8.28202,2.83673,3,2,2,2,6
4669,-10.89848,-4.94898,-31.28806,13.79594,0.09585,0.41917,0.41125,0.54453,12.12586,3,2,1,1,6
2019,-3.12948,-1.80441,-6.87948,13.79531,1.64613,-0.3749,6.79466,17.35287,-8.06997,3,2,1,1,6
3667,-11.15915,-4.58957,-27.31372,13.44216,-0.03067,-0.18499,18.3062,5.03035,5.00005,3,2,2,1,3
3364,-2.73824,-1.65084,-6.53611,13.93475,-0.11071,0.1983,5.06753,-6.55413,-4.16322,3,2,1,2,6
5871,-22.07367,-8.02013,-59.49224,13.37877,0.40538,-0.27094,-0.61149,9.55385,-8.78329,3,2,1,1,6
3567,-3.89045,-2.06062,-8.75793,13.79573,1.68531,-0.11765,-6.34695,-3.60072,20.56468,3,2,1,1,3
5148,-9.90365,-4.11474,-24.21224,13.86567,1.58108,-0.22514,-9.50581,3.87836,-5.84909,3,2,2,1,3
4663,1.21827,-33.87768,-8.46393,13.44327,-0.04078,-0.38532,-5.4912,-10.91086,9.84764,3,2,2,1,3
3048,-57.39967,-82.348,173.87282,13.37331,0.04335,1.0383,-2.81911,-0.3564,14.37414,3,2,1,1,2
3582,-0.61806,-0.96787,-0.74224,14.06904,-0.09606,-0.06693,-2.17637,2.85096,8.52476,2,2,2,2,6
2138,-11.30536,-4.64221,-27.70082,13.86366,-0.06491,-0.25525,-1.54365,3.41095,-6.59124,1,2,2,1,5
3359,-13.90869,-5.59304,-34.70369,13.71851,-0.09676,-0.24859,4.05832,21.01003,-3.41112,3,2,2,2,3
842,10.69535,-8.37023,-58.30212,13.72298,0.0332,0.06174,-12.7381,2.1882,-8.66407,3,2,2,2,2
797,-16.04502,-6.39384,-40.62044,13.78998,-0.17054,-0.34873,-5.49672,1.59969,0.34534,3,2,1,1,3
36,-20.71977,-8.79628,-56.54771,13.86175,-0.042,-0.24209,-4.80965,5.75499,-7.53885,3,2,1,1,3
7622,-2.77642,-1.686,-6.01117,14.14056,-0.07877,-0.05902,-2.84557,-1.97342,-6.85402,1,2,2,7,6
3750,-11.36812,-4.66483,-27.86715,13.85809,-0.10163,-0.16141,-5.4337,2.47973,0.39828,2,2,2,2,6
2238,-13.83756,-5.5667,-34.50943,13.51391,-0.0811,0.62095,5.18798,-1.42477,-5.61656,3,2,1,1,5
2405,40.07742,-30.386,7.67296,13.65416,-0.03311,-0.45135,3.37378,-10.14453,9.31419,3,2,2,1,4
7435,-10.71567,-4.43039,-26.14347,14.06962,-0.08202,-0.07049,-23.3209,0.51885,0.49368,2,2,2,2,4
4847,-51.95298,-34.81745,-94.806,13.37065,0.05024,0.69041,14.81412,-2.4516,3.54514,1,2,2,1,2
5661,-5.93671,-2.75674,-13.86114,14.0717,-0.06144,-0.16501,4.61359,20.31996,-9.84618,3,2,1,1,6
6552,-1.83184,-1.37055,-3.6974,13.86579,0.10383,0.49529,2.878,-2.39165,5.22059,3,2,2,2,6
4175,-24.11014,-15.81995,-28.67711,13.65779,0.09135,1.2021,9.57428,-4.60701,4.94495,3,2,2,1,2
3098,3.57301,0.40373,9.34617,14.07122,-0.09115,-0.00703,3.52983,0.14197,-17.08746,3,2,2,1,5
570,-20.76011,-8.23476,-54.30468,13.30382,0.10467,1.22256,1.08317,-7.98236,-4.57415,2,2,2,2,5
1688,-34.40434,-41.02282,75.76627,13.72252,0.01332,0.44059,11.48272,-5.35341,3.00513,1,2,2,3,2
6982,-1.67729,-1.70403,-3.0853,14.07004,-0.0895,-0.12774,-1.60939,-2.45135,-14.03003,3,2,1,1,3
7054,-0.24226,-0.84376,0.16903,14.07031,-0.0884,-0.07815,-15.55681,-12.5784,5.40323,1,2,2,2,6
7359,-3.03376,-1.77228,-6.64388,14.07078,-0.10151,-0.12527,2.15378,-2.14168,-7.27734,3,2,2,1,6
4296,-18.66117,-7.26329,-48.1761,13.59194,1.81595,0.405,5.32994,10.70667,3.32161,3,2,1,2,6
306,0.29269,-0.66752,1.46348,13.72236,-0.12023,-0.3823,4.85203,5.24352,0.53611,2,2,2,2,3
2671,-4.20561,-2.1547,-9.82709,13.85789,-0.10053,-0.17006,-0.25054,3.65993,12.42754,1,2,2,7,6
2170,-18.89182,-7.11192,-49.4728,13.79008,-0.09919,-0.11301,7.82677,10.10285,-1.64661,1,2,2,1,5
2623,-27.95027,-11.26771,-77.16593,13.51022,-0.04723,-0.34192,10.31758,-3.06943,13.39628,3,2,2,1,3
3100,-3.40609,-1.89739,-7.56118,14.00245,-0.05633,-0.28728,7.69108,-7.61424,17.03119,3,2,2,1,3
7744,-10.82167,-4.64456,-27.40719,13.58363,-0.06209,0.04414,0.44483,13.46504,1.70712,3,2,1,1,4
7786,0.31832,-0.65909,1.52543,14.14056,-0.07877,-0.05902,4.93989,4.48848,1.05378,3,2,2,1,3
1993,-2.01309,-1.43093,-4.14035,14.00078,-0.07497,-0.03992,-5.57024,-15.88194,3.75794,3,2,1,1,6
5200,-9.06193,-3.8429,-21.8282,13.93022,-0.12116,-0.22413,4.45724,0.04999,-1.96069,1,2,2,1,3
4540,-13.91495,-5.59535,-34.72078,13.73284,2.29886,-0.81465,-8.07544,-3.50004,-1.03434,1,2,2,1,3
7085,-16.21435,-8.32873,-11.95643,13.92906,-0.10356,-0.12817,-8.96948,-4.60885,-9.19453,3,2,2,1,3
6637,-12.7992,-5.18459,-31.6928,13.58254,-0.0187,-0.28223,-0.27511,-7.79221,-21.84592,3,2,2,2,3
790,-16.26565,-6.83837,-44.42106,13.65159,-0.02306,-0.14083,6.83161,-11.34484,5.46396,3,2,2,2,4
