Entry	Entry name	Status	Length	Mass	Gene names  (primary )
Q6DHV7	ADAL_HUMAN	reviewed	355	40,264	ADAL
Q08AH3	ACS2A_HUMAN	reviewed	577	64,223	ACSM2A
Q6ZNB7	ALKMO_HUMAN	reviewed	445	51,500	AGMO
Q53H12	AGK_HUMAN	reviewed	422	47,137	AGK
Q9UJ72	ANX10_HUMAN	reviewed	324	37,278	ANXA10
A5PLL1	AN34B_HUMAN	reviewed	514	56,414	ANKRD34B
P04746	AMYP_HUMAN	reviewed	511	57,707	AMY2A
Q9H0F7	ARL6_HUMAN	reviewed	186	21,097	ARL6
P10275	ANDR_HUMAN	reviewed	920	99,188	AR
Q9UMQ3	BARX2_HUMAN	reviewed	279	31,188	BARX2
Q9BYV7	BCDO2_HUMAN	reviewed	579	65,674	BCO2
Q8NCR0	B3GL2_HUMAN	reviewed	500	56,704	B3GALNT2
P02747	C1QC_HUMAN	reviewed	245	25,774	C1QC
Q8NFJ8	BHE22_HUMAN	reviewed	381	36,997	BHLHE22
C9JSJ3	BHMG1_HUMAN	reviewed	638	70,198	BHMG1
Q9H3Q1	BORG4_HUMAN	reviewed	356	37,980	CDC42EP4
P25440	BRD2_HUMAN	reviewed	801	88,061	BRD2
P55211	CASP9_HUMAN	reviewed	416	46,281	CASP9
Q06432	CCG1_HUMAN	reviewed	222	25,028	CACNG1
Q9H9S4	CB39L_HUMAN	reviewed	337	39,088	CAB39L
Q9NVL8	CC198_HUMAN	reviewed	296	34,690	CCDC198
P51671	CCL11_HUMAN	reviewed	97	10,732	CCL11
P48052	CBPA2_HUMAN	reviewed	419	47,030	CPA2
Q8N3J6	CADM2_HUMAN	reviewed	435	47,554	CADM2
Q9ULU8	CAPS1_HUMAN	reviewed	1353	152,786	CADPS
Q9Y376	CAB39_HUMAN	reviewed	341	39,869	CAB39
Q96LZ3	CANB2_HUMAN	reviewed	170	19,533	PPP3R2
Q08AD1	CAMP2_HUMAN	reviewed	1489	168,089	CAMSAP2
Q9UBR2	CATZ_HUMAN	reviewed	303	33,868	CTSZ
O75493	CAH11_HUMAN	reviewed	328	36,238	CA11
Q5VUE5	CA053_HUMAN	reviewed	145	15,483	C1orf53
Q05682	CALD1_HUMAN	reviewed	793	93,231	CALD1
Q9NSG2	CA112_HUMAN	reviewed	853	96,554	C1orf112
Q14781	CBX2_HUMAN	reviewed	532	56,081	CBX2
Q5SR53	CA200_HUMAN	reviewed	167	18,168	PIK3CD-AS1
P07451	CAH3_HUMAN	reviewed	260	29,557	CA3
P20851	C4BPB_HUMAN	reviewed	252	28,357	C4BPB
Q9BWT1	CDCA7_HUMAN	reviewed	371	42,573	CDCA7
O43529	CHSTA_HUMAN	reviewed	356	42,207	CHST10
Q8NCH0	CHSTE_HUMAN	reviewed	376	42,997	CHST14
Q9H7B7	CG069_HUMAN	reviewed	122	14,425	C7orf69
P33681	CD80_HUMAN	reviewed	288	33,048	CD80
Q9BWV3	CDAC1_HUMAN	reviewed	514	58,455	CDADC1
Q16543	CDC37_HUMAN	reviewed	378	44,468	CDC37
P0C843	CI014_HUMAN	reviewed	101	12,082	LINC00032
Q6ZMG9	CERS6_HUMAN	reviewed	384	44,890	CERS6
Q6UWU4	CF089_HUMAN	reviewed	347	39,870	C6orf89
Q96MT4	CF195_HUMAN	reviewed	127	13,896	LINC01600
Q13740	CD166_HUMAN	reviewed	583	65,102	ALCAM
P51681	CCR5_HUMAN	reviewed	352	40,524	CCR5
Q9H8W2	CF155_HUMAN	reviewed	130	13,851	LINC00472
A6NNL5	CO061_HUMAN	reviewed	157	18,091	C15orf61
Q5SY13	COAS1_HUMAN	reviewed	56	6,588	COL5A1-AS1
P02458	CO2A1_HUMAN	reviewed	1487	141,785	COL2A1
P29400	CO4A5_HUMAN	reviewed	1685	161,044	COL4A5
Q9GZY4	COA1_HUMAN	reviewed	146	16,694	COA1
P78369	CLD10_HUMAN	reviewed	228	24,488	CLDN10
Q9Y271	CLTR1_HUMAN	reviewed	337	38,541	CYSLTR1
P51797	CLCN6_HUMAN	reviewed	869	97,289	CLCN6
G9CGD6	CNIPF_HUMAN	reviewed	899	100,365	CNK3/IPCEF1
O95342	ABCBB_HUMAN	reviewed	1321	146,407	ABCB11
Q86WK7	AMGO3_HUMAN	reviewed	504	55,250	AMIGO3
P17787	ACHB2_HUMAN	reviewed	502	57,019	CHRNB2
O95477	ABCA1_HUMAN	reviewed	2261	254,302	ABCA1
P47895	AL1A3_HUMAN	reviewed	512	56,108	ALDH1A3
P20292	AL5AP_HUMAN	reviewed	161	18,157	ALOX5AP
P02760	AMBP_HUMAN	reviewed	352	38,999	AMBP
O14862	AIM2_HUMAN	reviewed	343	38,954	AIM2
Q8IUR7	ARMC8_HUMAN	reviewed	673	75,509	ARMC8
Q8NB90	AFG2H_HUMAN	reviewed	893	97,904	SPATA5
O60266	ADCY3_HUMAN	reviewed	1144	128,960	ADCY3
P27695	APEX1_HUMAN	reviewed	318	35,555	APEX1
A6NF34	ANTRL_HUMAN	reviewed	631	70,629	ANTXRL
A2A2Z9	AN18B_HUMAN	reviewed	1011	118,231	ANKRD18B
P50993	AT1A2_HUMAN	reviewed	1020	112,265	ATP1A2
P0C6C1	AN34C_HUMAN	reviewed	535	58,256	ANKRD34C
P14415	AT1B2_HUMAN	reviewed	290	33,367	ATP1B2
Q8TF62	AT8B4_HUMAN	reviewed	1192	135,868	ATP8B4
O75143	ATG13_HUMAN	reviewed	517	56,572	ATG13
Q12934	BFSP1_HUMAN	reviewed	665	74,544	BFSP1
P36894	BMR1A_HUMAN	reviewed	532	60,198	BMPR1A
Q86UB2	BIVM_HUMAN	reviewed	503	56,774	BIVM
Q9UIF8	BAZ2B_HUMAN	reviewed	2168	240,459	BAZ2B
A8MY62	BLML_HUMAN	reviewed	500	54,653	LACTBL1
P55061	BI1_HUMAN	reviewed	237	26,538	TMBIM6
P54132	BLM_HUMAN	reviewed	1417	159,000	BLM
Q8N4F0	BPIB2_HUMAN	reviewed	458	49,172	BPIFB2
P02745	C1QA_HUMAN	reviewed	245	26,017	C1QA
Q67FW5	B3GNL_HUMAN	reviewed	361	40,713	B3GNTL1
Q8WYA1	BMAL2_HUMAN	reviewed	636	70,887	ARNTL2
Q9H694	BICC1_HUMAN	reviewed	974	104,844	BICC1
Q13111	CAF1A_HUMAN	reviewed	956	106,910	CHAF1A
Q92851	CASPA_HUMAN	reviewed	521	58,951	CASP10
P55774	CCL18_HUMAN	reviewed	89	9,849	CCL18
Q5T440	CAF17_HUMAN	reviewed	356	38,155	IBA57
Q9Y4X3	CCL27_HUMAN	reviewed	112	12,618	CCL27
P51636	CAV2_HUMAN	reviewed	162	18,291	CAV2
Q96BT1	CC049_HUMAN	reviewed	292	33,461	C3orf49
Q9H159	CAD19_HUMAN	reviewed	772	87,002	CDH19
Q9NWW7	CB042_HUMAN	reviewed	574	64,077	C2orf42
Q53HC0	CCD92_HUMAN	reviewed	331	36,961	CCDC92
Q8ND61	CC020_HUMAN	reviewed	904	101,266	C3orf20
Q9NYX4	CALY_HUMAN	reviewed	217	23,434	CALY
Q6ZSJ8	CA122_HUMAN	reviewed	110	11,471	C1orf122
Q8NAE3	CA180_HUMAN	reviewed	123	13,125	LINC01555
P51878	CASP5_HUMAN	reviewed	434	49,736	CASP5
Q9H7X2	CA115_HUMAN	reviewed	142	15,517	C1orf115
Q92793	CBP_HUMAN	reviewed	2442	265,351	CREBBP
Q8WWF1	CA054_HUMAN	reviewed	131	14,923	C1orf54
Q9C0D2	CE295_HUMAN	reviewed	2601	295,176	CEP295
Q5JTY5	CBWD3_HUMAN	reviewed	395	44,038	CBWD3
Q03188	CENPC_HUMAN	reviewed	943	106,834	CENPC
Q9UJX2	CDC23_HUMAN	reviewed	597	68,834	CDC23
Q8N8E3	CE112_HUMAN	reviewed	955	112,749	CEP112
Q8N8U2	CDYL2_HUMAN	reviewed	506	56,500	CDYL2
Q99828	CIB1_HUMAN	reviewed	191	21,703	CIB1
Q8TBY9	CF251_HUMAN	reviewed	1149	129,952	CFAP251
Q9BRQ4	CF300_HUMAN	reviewed	267	30,859	CFAP300
Q9H2J1	CI037_HUMAN	reviewed	176	18,048	ARRDC1-AS1
Q4KMG0	CDON_HUMAN	reviewed	1287	139,147	CDON
Q7Z4T9	CFA91_HUMAN	reviewed	767	89,955	CFAP91
Q9C0B2	CFA74_HUMAN	reviewed	1584	178,589	CFAP74
Q96Q40	CDK15_HUMAN	reviewed	435	49,023	CDK15
Q6UXA7	CF015_HUMAN	reviewed	325	34,195	C6orf15
P08571	CD14_HUMAN	reviewed	375	40,076	CD14
Q9Y6Z2	CF123_HUMAN	reviewed	57	6,189	LINC01558
P11802	CDK4_HUMAN	reviewed	303	33,730	CDK4
A0A0K2S4Q6	CD3CH_HUMAN	reviewed	201	21,806	CD300H
Q96S94	CCNL2_HUMAN	reviewed	520	58,147	CCNL2
Q08722	CD47_HUMAN	reviewed	323	35,214	CD47
Q9H972	CN093_HUMAN	reviewed	538	58,697	C14orf93
Q14031	CO4A6_HUMAN	reviewed	1691	163,807	COL4A6
P31946	1433B_HUMAN	reviewed	246	28,082	YWHAB
P27348	1433T_HUMAN	reviewed	245	27,764	YWHAQ
P02763	A1AG1_HUMAN	reviewed	201	23,512	ORM1
Q9UGI9	AAKG3_HUMAN	reviewed	489	54,258	PRKAG3
O43741	AAKB2_HUMAN	reviewed	272	30,302	PRKAB2
P29274	AA2AR_HUMAN	reviewed	412	44,707	ADORA2A
Q969T7	5NT3B_HUMAN	reviewed	300	34,389	NT5C3B
P34969	5HT7R_HUMAN	reviewed	479	53,555	HTR7
P05067	A4_HUMAN	reviewed	770	86,943	APP
Q6UWZ7	ABRX1_HUMAN	reviewed	409	46,663	ABRAXAS1
P02708	ACHA_HUMAN	reviewed	482	54,546	CHRNA1
P33897	ABCD1_HUMAN	reviewed	745	82,937	ABCD1
Q04844	ACHE_HUMAN	reviewed	493	54,697	CHRNE
P40394	ADH7_HUMAN	reviewed	386	41,481	ADH7
Q8N944	AMER3_HUMAN	reviewed	861	90,445	AMER3
Q12904	AIMP1_HUMAN	reviewed	312	34,353	AIMP1
P20594	ANPRB_HUMAN	reviewed	1047	117,022	NPR2
P51816	AFF2_HUMAN	reviewed	1311	144,771	AFF2
Q6P2P2	ANM9_HUMAN	reviewed	845	94,501	PRMT9
P08758	ANXA5_HUMAN	reviewed	320	35,937	ANXA5
P61966	AP1S1_HUMAN	reviewed	158	18,733	AP1S1
Q99941	ATF6B_HUMAN	reviewed	703	76,709	ATF6B
Q9HBU1	BARX1_HUMAN	reviewed	254	27,298	BARX1
Q92560	BAP1_HUMAN	reviewed	729	80,362	BAP1
Q8ND07	BBOF1_HUMAN	reviewed	529	61,987	BBOF1
Q7Z7M8	B3GN8_HUMAN	reviewed	397	43,396	B3GNT8
Q8NFJ9	BBS1_HUMAN	reviewed	593	65,083	BBS1
P62952	BLCAP_HUMAN	reviewed	87	9,876	BLCAP
Q6UX72	B3GN9_HUMAN	reviewed	402	43,751	B3GNT9
Q76B58	BRNP3_HUMAN	reviewed	766	88,445	BRINP3
P09871	C1S_HUMAN	reviewed	688	76,684	C1S
Q96NH3	BROMI_HUMAN	reviewed	1257	144,756	TBC1D32
Q9UKI2	BORG2_HUMAN	reviewed	254	27,678	CDC42EP3
O60512	B4GT3_HUMAN	reviewed	393	43,928	B4GALT3
Q15059	BRD3_HUMAN	reviewed	726	79,542	BRD3
Q8N7W2	BEND7_HUMAN	reviewed	519	57,549	BEND7
Q8WUZ0	BCL7C_HUMAN	reviewed	217	23,468	BCL7C
O14981	BTAF1_HUMAN	reviewed	1849	206,887	BTAF1
Q9Y276	BCS1_HUMAN	reviewed	419	47,534	BCS1L
Q8IX12	CCAR1_HUMAN	reviewed	1150	132,821	CCAR1
Q8TC90	CCER1_HUMAN	reviewed	406	46,482	CCER1
P23435	CBLN1_HUMAN	reviewed	193	21,097	CBLN1
P15088	CBPA3_HUMAN	reviewed	417	48,670	CPA3
A6NLC5	CC070_HUMAN	reviewed	250	27,769	C3orf70
Q8NCB2	CAMKV_HUMAN	reviewed	501	54,354	CAMKV
P16870	CBPE_HUMAN	reviewed	476	53,151	CPE
Q96MC4	C295L_HUMAN	reviewed	621	69,839	CEP295NL
Q9P296	C5AR2_HUMAN	reviewed	337	36,080	C5AR2
Q99653	CHP1_HUMAN	reviewed	195	22,456	CHP1
Q5EE01	CENPW_HUMAN	reviewed	88	10,061	CENPW
P61604	CH10_HUMAN	reviewed	102	10,932	HSPE1
Q96Q77	CIB3_HUMAN	reviewed	187	21,802	CIB3
Q5VV42	CDKAL_HUMAN	reviewed	579	65,111	CDKAL1
Q9UPZ9	CILK1_HUMAN	reviewed	632	71,427	CILK1
Q9UHD4	CIDEB_HUMAN	reviewed	219	24,678	CIDEB
P0C7V0	CF217_HUMAN	reviewed	271	29,146	LINC00271
P42772	CDN2B_HUMAN	reviewed	138	14,722	CDKN2B
Q86XR8	CEP57_HUMAN	reviewed	500	57,089	CEP57
Q9UKY3	CES1P_HUMAN	reviewed	287	30,679	CES1P1
Q5T6M2	CF122_HUMAN	reviewed	205	23,040	LINC00242
Q9NNX6	CD209_HUMAN	reviewed	404	45,775	CD209
Q9UQ88	CD11A_HUMAN	reviewed	783	91,362	CDK11A
Q8WVX3	CD003_HUMAN	reviewed	66	7,604	C4orf3
Q9NPF0	CD320_HUMAN	reviewed	282	28,991	CD320
P16070	CD44_HUMAN	reviewed	742	81,538	CD44
P04234	CD3D_HUMAN	reviewed	171	18,930	CD3D
P09693	CD3G_HUMAN	reviewed	182	20,469	CD3G
P51959	CCNG1_HUMAN	reviewed	295	34,074	CCNG1
P28907	CD38_HUMAN	reviewed	300	34,328	CD38
Q9H2F3	3BHS7_HUMAN	reviewed	369	41,016	HSD3B7
Q4W5N1	ABCAB_HUMAN	reviewed	156	17,479	ABCA11P
Q7Z5R6	AB1IP_HUMAN	reviewed	666	73,183	APBB1IP
O96019	ACL6A_HUMAN	reviewed	429	47,461	ACTL6A
P08173	ACM4_HUMAN	reviewed	479	53,049	CHRM4
O94788	AL1A2_HUMAN	reviewed	518	56,724	ALDH1A2
Q8N8V4	ANS4B_HUMAN	reviewed	417	46,597	ANKS4B
H3BNL8	ARMD2_HUMAN	reviewed	230	26,547	ARMH2
Q8IW93	ARHGJ_HUMAN	reviewed	802	89,197	ARHGEF19
Q9UH62	ARMX3_HUMAN	reviewed	379	42,501	ARMCX3
P28039	AOAH_HUMAN	reviewed	575	65,105	AOAH
O95236	APOL3_HUMAN	reviewed	402	44,278	APOL3
Q9Y2G3	AT11B_HUMAN	reviewed	1177	134,190	ATP11B
O95352	ATG7_HUMAN	reviewed	703	77,960	ATG7
O15265	ATX7_HUMAN	reviewed	892	95,451	ATXN7
O75815	BCAR3_HUMAN	reviewed	825	92,566	BCAR3
P20290	BTF3_HUMAN	reviewed	206	22,168	BTF3
Q9UL15	BAG5_HUMAN	reviewed	447	51,200	BAG5
Q9BXY8	BEX2_HUMAN	reviewed	128	15,321	BEX2
P78543	BTG2_HUMAN	reviewed	158	17,416	BTG2
Q6ZW61	BBS12_HUMAN	reviewed	710	79,085	BBS12
P0DN25	C1C1L_HUMAN	reviewed	315	36,396	C1GALT1C1L
Q8TAM1	BBS10_HUMAN	reviewed	723	80,838	BBS10
Q7RTU4	BHA09_HUMAN	reviewed	235	24,132	BHLHA9
Q6UWJ8	C16L2_HUMAN	reviewed	174	18,403	CD164L2
Q96G97	BSCL2_HUMAN	reviewed	398	44,392	BSCL2
C9JJ37	BTBDJ_HUMAN	reviewed	291	32,365	BTBD19
P19022	CADH2_HUMAN	reviewed	906	99,809	CDH2
Q3MIR4	CC50B_HUMAN	reviewed	351	38,941	TMEM30B
P33151	CADH5_HUMAN	reviewed	784	87,528	CDH5
P31415	CASQ1_HUMAN	reviewed	396	45,160	CASQ1
P80098	CCL7_HUMAN	reviewed	99	11,200	CCL7
Q9Y6J0	CABIN_HUMAN	reviewed	2220	246,352	CABIN1
Q5T9S5	CCD18_HUMAN	reviewed	1454	168,962	CCDC18
Q8NDH2	CC168_HUMAN	reviewed	2452	277,951	CCDC168
Q16602	CALRL_HUMAN	reviewed	461	52,929	CALCRL
Q8IYK2	CC105_HUMAN	reviewed	499	56,909	CCDC105
Q502W7	CCD38_HUMAN	reviewed	563	65,315	CCDC38
Q66K79	CBPZ_HUMAN	reviewed	652	73,655	CPZ
P21730	C5AR1_HUMAN	reviewed	350	39,336	C5AR1
Q6DHV5	C2D2B_HUMAN	reviewed	1437	166,787	CC2D2B
P00915	CAH1_HUMAN	reviewed	261	28,870	CA1
Q8IU99	CAHM1_HUMAN	reviewed	346	38,264	CALHM1
Q8NC38	CA213_HUMAN	reviewed	126	14,381	ZNF436-AS1
P22748	CAH4_HUMAN	reviewed	312	35,032	CA4
Q6P1J9	CDC73_HUMAN	reviewed	531	60,577	CDC73
Q8IYX8	CE57L_HUMAN	reviewed	460	53,649	CEP57L1
P09093	CEL3A_HUMAN	reviewed	270	29,489	CELA3A
Q9H5V8	CDCP1_HUMAN	reviewed	836	92,932	CDCP1
Q2WEN9	CEA16_HUMAN	reviewed	425	45,873	CEACAM16
Q96H22	CENPN_HUMAN	reviewed	339	39,555	CENPN
Q7LFX5	CHSTF_HUMAN	reviewed	561	64,926	CHST15
Q9BXF3	CECR2_HUMAN	reviewed	1484	164,213	CECR2
P59074	CHM4P_HUMAN	reviewed	171	19,069	CHMP4BP1
Q9HC77	CENPJ_HUMAN	reviewed	1338	153,000	CENPJ
P49454	CENPF_HUMAN	reviewed	3114	357,527	CENPF
Q13352	CENPR_HUMAN	reviewed	177	20,194	ITGB3BP
Q8WUX2	CHAC2_HUMAN	reviewed	184	20,875	CHAC2
Q8IXQ3	CI040_HUMAN	reviewed	194	21,063	C9orf40
Q5W0N0	CI057_HUMAN	reviewed	161	18,115	C9orf57
Q8TAL5	CI043_HUMAN	reviewed	461	52,222	C9orf43
O14618	CCS_HUMAN	reviewed	274	29,041	CCS
P29016	CD1B_HUMAN	reviewed	333	36,939	CD1B
Q8IU89	CERS3_HUMAN	reviewed	383	46,316	CERS3
P11836	CD20_HUMAN	reviewed	297	33,077	MS4A1
Q8IZL9	CDK20_HUMAN	reviewed	346	38,695	CDK20
P11310	ACADM_HUMAN	reviewed	421	46,588	ACADM
P30153	2AAA_HUMAN	reviewed	589	65,309	PPP2R1A
O60516	4EBP3_HUMAN	reviewed	100	10,873	EIF4EBP3
Q5VUR7	A20A3_HUMAN	reviewed	823	94,108	ANKRD20A3P
Q5FVE4	ACBG2_HUMAN	reviewed	666	74,354	ACSBG2
Q9BUJ0	ABHEA_HUMAN	reviewed	271	29,765	ABHD14A
P22303	ACES_HUMAN	reviewed	614	67,796	ACHE
P12821	ACE_HUMAN	reviewed	1306	149,715	ACE
P22760	AAAD_HUMAN	reviewed	399	45,734	AADAC
Q8N8R7	AL14E_HUMAN	reviewed	260	29,338	ARL14EP
P37023	ACVL1_HUMAN	reviewed	503	56,124	ACVRL1
P28332	ADH6_HUMAN	reviewed	368	39,073	ADH6
P42025	ACTY_HUMAN	reviewed	376	42,293	ACTR1B
Q9NZN9	AIPL1_HUMAN	reviewed	384	43,903	AIPL1
Q4L235	ACSF4_HUMAN	reviewed	1098	122,597	AASDH
O95622	ADCY5_HUMAN	reviewed	1261	138,908	ADCY5
Q719I0	AHSA2_HUMAN	reviewed	299	33,806	AHSA2P
Q8IWT0	ARCH_HUMAN	reviewed	167	19,491	ZBTB8OS
A6NL99	AQP73_HUMAN	reviewed	342	37,357	AQP7P3
Q7Z4Y8	AT5L2_HUMAN	reviewed	100	11,037	ATP5MGL
A6NEK1	ARRD5_HUMAN	reviewed	342	38,383	ARRDC5
Q9H7T9	AUNIP_HUMAN	reviewed	357	40,253	AUNIP
P56381	ATP5E_HUMAN	reviewed	51	5,780	ATP5F1E
Q8NDB2	BANK1_HUMAN	reviewed	785	89,282	BANK1
Q8NFQ6	BPIFC_HUMAN	reviewed	507	56,469	BPIFC
Q6NZY7	BORG3_HUMAN	reviewed	148	15,207	CDC42EP5
Q9H8M2	BRD9_HUMAN	reviewed	597	67,000	BRD9
P55201	BRPF1_HUMAN	reviewed	1214	137,499	BRPF1
Q8IWQ3	BRSK2_HUMAN	reviewed	736	81,633	BRSK2
Q9H0E9	BRD8_HUMAN	reviewed	1235	135,336	BRD8
P55212	CASP6_HUMAN	reviewed	293	33,310	CASP6
A0A1B0GTI1	CC201_HUMAN	reviewed	187	20,621	CCDC201
A6NHX0	CAST2_HUMAN	reviewed	329	36,056	CASTOR2
Q86Y37	CACL1_HUMAN	reviewed	369	41,064	CACUL1
O43497	CAC1G_HUMAN	reviewed	2377	262,472	CACNA1G
Q7Z6B0	CCD91_HUMAN	reviewed	441	49,971	CCDC91
Q6ZSU1	C2G1P_HUMAN	reviewed	146	16,683	CYP2G1P
Q8TCZ2	C99L2_HUMAN	reviewed	262	27,986	CD99L2
A6NLJ0	C2C4B_HUMAN	reviewed	364	38,769	C2CD4B
Q96HQ2	C2AIL_HUMAN	reviewed	116	13,196	CDKN2AIPNL
Q8IUF1	CBWD2_HUMAN	reviewed	395	44,034	CBWD2
Q5VT06	CE350_HUMAN	reviewed	3117	350,930	CEP350
Q96BT3	CENPT_HUMAN	reviewed	561	60,423	CENPT
Q96GN5	CDA7L_HUMAN	reviewed	454	52,206	CDCA7L
Q9H9P2	CHODL_HUMAN	reviewed	273	30,431	CHODL
Q02224	CENPE_HUMAN	reviewed	2701	316,415	CENPE
Q99626	CDX2_HUMAN	reviewed	313	33,520	CDX2
P06276	CHLE_HUMAN	reviewed	602	68,418	BCHE
Q9BUX1	CHAC1_HUMAN	reviewed	222	24,418	CHAC1
O14647	CHD2_HUMAN	reviewed	1828	211,344	CHD2
O75339	CILP1_HUMAN	reviewed	1184	132,565	CILP
Q5I0X4	CF226_HUMAN	reviewed	101	10,566	C6orf226
Q8NHQ1	CEP70_HUMAN	reviewed	597	69,752	CEP70
A6H8M9	CDHR4_HUMAN	reviewed	788	85,827	CDHR4
P49918	CDN1C_HUMAN	reviewed	316	32,177	CDKN1C
Q8NFP9	NBEA_HUMAN	reviewed	2946	327,822	NBEA
Q99567	NUP88_HUMAN	reviewed	741	83,542	NUP88
Q9P2S2	NRX2A_HUMAN	reviewed	1712	184,982	NRXN2
Q9BXS6	NUSAP_HUMAN	reviewed	441	49,452	NUSAP1
Q9Y233	PDE10_HUMAN	reviewed	779	88,412	PDE10A
Q8NDF8	PAPD5_HUMAN	reviewed	572	63,267	TENT4B
Q9UHG2	PCS1N_HUMAN	reviewed	260	27,372	PCSK1N
Q9NP56	PDE7B_HUMAN	reviewed	450	51,835	PDE7B
Q9NTI5	PDS5B_HUMAN	reviewed	1447	164,667	PDS5B
P01127	PDGFB_HUMAN	reviewed	241	27,283	PDGFB
Q9UN75	PCDAC_HUMAN	reviewed	941	101,652	PCDHA12
Q86VP3	PACS2_HUMAN	reviewed	889	97,702	PACS2
P05120	PAI2_HUMAN	reviewed	415	46,596	SERPINB2
O75781	PALM_HUMAN	reviewed	387	42,076	PALM
Q86YC2	PALB2_HUMAN	reviewed	1186	131,295	PALB2
Q9NXH3	PP14D_HUMAN	reviewed	145	16,508	PPP1R14D
O75170	PP6R2_HUMAN	reviewed	966	104,942	PPP6R2
Q96C90	PP14B_HUMAN	reviewed	147	15,911	PPP1R14B
P41247	PLPL4_HUMAN	reviewed	253	27,980	PNPLA4
Q9Y253	POLH_HUMAN	reviewed	713	78,413	POLH
Q14914	PTGR1_HUMAN	reviewed	329	35,870	PTGR1
Q6DKI1	RL7L_HUMAN	reviewed	255	29,669	RPL7L1
Q96A37	RN166_HUMAN	reviewed	237	26,122	RNF166
Q02878	RL6_HUMAN	reviewed	288	32,728	RPL6
Q9P1U0	RPA12_HUMAN	reviewed	126	13,904	POLR1H
O95398	RPGF3_HUMAN	reviewed	923	103,751	RAPGEF3
P10155	RO60_HUMAN	reviewed	538	60,671	RO60
Q96FB5	RRNAD_HUMAN	reviewed	475	52,981	RRNAD1
P62854	RS26_HUMAN	reviewed	115	13,015	RPS26
Q2MKA7	RSPO1_HUMAN	reviewed	263	28,959	RSPO1
Q9Y2Q9	RT28_HUMAN	reviewed	187	20,843	MRPS28
P60059	SC61G_HUMAN	reviewed	68	7,741	SEC61G
Q96IZ7	RSRC1_HUMAN	reviewed	334	38,677	RSRC1
P48067	SC6A9_HUMAN	reviewed	706	78,260	SLC6A9
Q9HBR0	S38AA_HUMAN	reviewed	1119	119,762	SLC38A10
Q9Y2B1	RXLT1_HUMAN	reviewed	443	51,146	RXYLT1
O76054	S14L2_HUMAN	reviewed	403	46,145	SEC14L2
Q9Y2R5	RT17_HUMAN	reviewed	130	14,502	MRPS17
Q96JT2	S45A3_HUMAN	reviewed	553	59,323	SLC45A3
Q9NXZ1	SAGE1_HUMAN	reviewed	904	99,225	SAGE1
Q9BZV2	S19A3_HUMAN	reviewed	496	55,665	SLC19A3
P82932	RT06_HUMAN	reviewed	125	14,227	MRPS6
P31949	S10AB_HUMAN	reviewed	105	11,740	S100A11
Q99584	S10AD_HUMAN	reviewed	98	11,471	S100A13
Q9H2B4	S26A1_HUMAN	reviewed	701	75,016	SLC26A1
Q13621	S12A1_HUMAN	reviewed	1099	121,450	SLC12A1
Q9UN76	S6A14_HUMAN	reviewed	642	72,153	SLC6A14
Q86WA9	S2611_HUMAN	reviewed	606	65,299	SLC26A11
Q6T423	S22AP_HUMAN	reviewed	547	61,008	SLC22A25
Q9Y6X3	SCC4_HUMAN	reviewed	613	69,082	MAU2
P55822	SH3BG_HUMAN	reviewed	239	26,086	SH3BGR
P55809	SCOT1_HUMAN	reviewed	520	56,158	OXCT1
Q8TBC3	SHKB1_HUMAN	reviewed	707	76,344	SHKBP1
Q12884	SEPR_HUMAN	reviewed	760	87,713	FAP
Q9UH03	SEPT3_HUMAN	reviewed	358	40,704	SEPTIN3
P81133	SIM1_HUMAN	reviewed	766	85,515	SIM1
Q9UQD0	SCN8A_HUMAN	reviewed	1980	225,280	SCN8A
Q96HF1	SFRP2_HUMAN	reviewed	295	33,490	SFRP2
O95470	SGPL1_HUMAN	reviewed	568	63,524	SGPL1
A0A0B4J2F2	SIK1B_HUMAN	reviewed	783	84,930	SIK1B
P15907	SIAT1_HUMAN	reviewed	406	46,605	ST6GAL1
Q96KG9	SCYL1_HUMAN	reviewed	808	89,631	SCYL1
Q96T21	SEBP2_HUMAN	reviewed	854	95,462	SECISBP2
Q11201	SIA4A_HUMAN	reviewed	340	39,075	ST3GAL1
Q5FBB7	SGO1_HUMAN	reviewed	561	64,190	SGO1
P09486	SPRC_HUMAN	reviewed	303	34,632	SPARC
P11277	SPTB1_HUMAN	reviewed	2137	246,468	SPTB
Q14515	SPRL1_HUMAN	reviewed	664	75,208	SPARCL1
Q5W111	SPRY7_HUMAN	reviewed	196	21,666	SPRYD7
Q13103	SPP24_HUMAN	reviewed	211	24,338	SPP2
Q6RVD6	SPAT8_HUMAN	reviewed	105	11,727	SPATA8
O94964	SOGA1_HUMAN	reviewed	1423	159,760	SOGA1
O75635	SPB7_HUMAN	reviewed	380	42,905	SERPINB7
Q86VZ5	SMS1_HUMAN	reviewed	413	48,617	SGMS1
Q9Y343	SNX24_HUMAN	reviewed	169	19,818	SNX24
Q8N9S9	SNX31_HUMAN	reviewed	440	50,802	SNX31
Q7RTT6	SSX6_HUMAN	reviewed	188	21,688	SSX6P
P0CL84	ST3L2_HUMAN	reviewed	134	15,630	STAG3L2
P55854	SUMO3_HUMAN	reviewed	103	11,637	SUMO3
Q13188	STK3_HUMAN	reviewed	491	56,301	STK3
P61956	SUMO2_HUMAN	reviewed	95	10,871	SUMO2
