label;Anatomy;DegreeRange;region_name;hemisphere
559;Q9BSJ2;550-700;GCP2_HUMAN;left
560;P55145;550-700;MANF_HUMAN;left
561;Q16787;550-700;LAMA3_HUMAN;left
562;P13861;550-700;KAP2_HUMAN;left
563;Q96JM3;550-700;CHAP1_HUMAN;left
564;O60262;550-700;GBG7_HUMAN;left
565;Q13422;550-700;IKZF1_HUMAN;left
566;Q99766;550-700;ATP5S_HUMAN;left
567;Q9UBX1;550-700;CATF_HUMAN;left
568;P09525;550-700;ANXA4_HUMAN;left
569;P26640;550-700;SYVC_HUMAN;left
570;Q9Y5B9;550-700;SP16H_HUMAN;left
571;Q53EL9;550-700;SEZ6_HUMAN;left
572;Q9Y2J4;550-700;AMOL2_HUMAN;left
573;O96007;550-700;MOC2B_HUMAN;left
574;Q08378;550-700;GOGA3_HUMAN;left
575;Q96N66;550-700;MBOA7_HUMAN;left
576;P11182;550-700;ODB2_HUMAN;left
577;Q27J81;550-700;INF2_HUMAN;left
578;Q02880;550-700;TOP2B_HUMAN;left
579;P30101;550-700;PDIA3_HUMAN;left
580;Q8N3V7;550-700;SYNPO_HUMAN;left
581;P51948;550-700;MAT1_HUMAN;left
582;Q9NZM1;550-700;MYOF_HUMAN;left
583;Q8IYB3;550-700;SRRM1_HUMAN;left
584;Q5TCZ1;550-700;SPD2A_HUMAN;left
585;Q9UBV2;550-700;SE1L1_HUMAN;left
586;Q14678;550-700;KANK1_HUMAN;left
587;P16870;550-700;CBPE_HUMAN;left
588;Q9UI08;550-700;EVL_HUMAN;left
589;O15127;550-700;SCAM2_HUMAN;left
590;Q9Y446;550-700;PKP3_HUMAN;left
591;Q16633;550-700;OBF1_HUMAN;left
592;Q92538;550-700;GBF1_HUMAN;left
593;O95071;550-700;UBR5_HUMAN;left
594;Q9Y2D9;550-700;ZN652_HUMAN;left
595;Q9NRF9;550-700;DPOE3_HUMAN;left
596;O60885;550-700;BRD4_HUMAN;left
597;O95470;550-700;SGPL1_HUMAN;left
598;Q14126;550-700;DSG2_HUMAN;left
599;Q9Y3F4;550-700;STRAP_HUMAN;left
600;Q9UJA5;550-700;TRM6_HUMAN;left
601;Q9UPT8;550-700;ZC3H4_HUMAN;left
602;Q15084;550-700;PDIA6_HUMAN;left
603;Q8WUF5;550-700;IASPP_HUMAN;left
604;P82094;550-700;TMF1_HUMAN;left
605;Q8IZT6;550-700;ASPM_HUMAN;left
606;O15294;550-700;OGT1_HUMAN;left
607;Q9HCC0;550-700;MCCB_HUMAN;left
608;P24821;550-700;TENA_HUMAN;left
609;Q02952;550-700;AKA12_HUMAN;left
610;Q53GS7;550-700;GLE1_HUMAN;left
611;P31323;550-700;KAP3_HUMAN;left
612;Q14683;550-700;SMC1A_HUMAN;left
613;P57740;550-700;NU107_HUMAN;left
614;Q99615;550-700;DNJC7_HUMAN;left
615;Q53H96;550-700;P5CR3_HUMAN;left
616;Q13895;550-700;BYST_HUMAN;left
617;Q9Y3Q8;550-700;T22D4_HUMAN;left
618;O95900;550-700;TRUB2_HUMAN;left
619;Q8N9Z2;550-700;CC71L_HUMAN;left
620;Q96GG9;550-700;DCNL1_HUMAN;left
621;P13667;550-700;PDIA4_HUMAN;left
622;P80303;550-700;NUCB2_HUMAN;left
623;P51608;550-700;MECP2_HUMAN;left
624;Q86X29;550-700;LSR_HUMAN;left
625;Q14204;550-700;DYHC1_HUMAN;left
626;Q8N128;550-700;F177A_HUMAN;left
627;Q92766;550-700;RREB1_HUMAN;left
628;Q9BXK5;550-700;B2L13_HUMAN;left
629;Q9NUL3;550-700;STAU2_HUMAN;left
630;P02649;550-700;APOE_HUMAN;left
631;Q7L266;550-700;ASGL1_HUMAN;left
632;Q86U90;550-700;YRDC_HUMAN;left
633;P07910;550-700;HNRPC_HUMAN;left
634;P48539;550-700;PCP4_HUMAN;left
635;P22314;550-700;UBA1_HUMAN;left
636;Q9Y3T9;550-700;NOC2L_HUMAN;left
637;O75152;550-700;ZC11A_HUMAN;left
638;Q96F86;550-700;EDC3_HUMAN;left
639;P11766;550-700;ADHX_HUMAN;left
640;P13804;550-700;ETFA_HUMAN;left
641;P14921;550-700;ETS1_HUMAN;left
642;Q30154;550-700;DRB5_HUMAN;left
643;P01911;550-700;DRB1_HUMAN;left
644;Q92599;550-700;SEPT8_HUMAN;left
645;P36957;550-700;ODO2_HUMAN;left
646;Q5VTR2;550-700;BRE1A_HUMAN;left
647;P10809;550-700;CH60_HUMAN;left
648;Q15814;550-700;TBCC_HUMAN;left
649;Q99460;550-700;PSMD1_HUMAN;left
650;A1L0T0;550-700;HACL2_HUMAN;left
651;Q99871;550-700;HAUS7_HUMAN;left
652;Q01844;550-700;EWS_HUMAN;left
653;P34913;550-700;HYES_HUMAN;left
654;P12110;550-700;CO6A2_HUMAN;left
655;O95684;550-700;CEP43_HUMAN;left
656;P46013;550-700;KI67_HUMAN;left
657;P02549;550-700;SPTA1_HUMAN;left
658;Q29RF7;550-700;PDS5A_HUMAN;left
659;Q07864;550-700;DPOE1_HUMAN;left
660;Q86V81;550-700;THOC4_HUMAN;left
661;Q9NR30;550-700;DDX21_HUMAN;left
662;P40926;550-700;MDHM_HUMAN;left
663;Q6ZRI8;550-700;RHG36_HUMAN;left
664;Q13206;550-700;DDX10_HUMAN;left
665;Q9UKM9;550-700;RALY_HUMAN;left
666;P35475;550-700;IDUA_HUMAN;left
667;Q13435;550-700;SF3B2_HUMAN;left
668;Q96KN1;550-700;LRAT2_HUMAN;left
669;Q96ST2;550-700;IWS1_HUMAN;left
670;O75882;550-700;ATRN_HUMAN;left
671;P40394;550-700;ADH7_HUMAN;left
672;Q96GX9;550-700;MTNB_HUMAN;left
673;Q6P2Q9;550-700;PRP8_HUMAN;left
674;Q8N8S7;550-700;ENAH_HUMAN;left
675;Q9UKI9;550-700;PO2F3_HUMAN;left
676;P54098;550-700;DPOG1_HUMAN;left
677;P06733;550-700;ENOA_HUMAN;left
678;P00558;550-700;PGK1_HUMAN;left
679;P49768;550-700;PSN1_HUMAN;left
680;Q9UMY1;550-700;NOL7_HUMAN;left
681;P22033;550-700;MUTA_HUMAN;left
682;O14654;550-700;IRS4_HUMAN;left
683;Q9BQS8;550-700;FYCO1_HUMAN;left
684;Q9H9L3;550-700;I20L2_HUMAN;left
685;P02100;550-700;HBE_HUMAN;left
686;P00390;550-700;GSHR_HUMAN;left
687;Q8NFQ8;550-700;TOIP2_HUMAN;left
688;P35611;550-700;ADDA_HUMAN;left
689;P49916;550-700;DNLI3_HUMAN;left
690;P24752;550-700;THIL_HUMAN;left
691;P51659;550-700;DHB4_HUMAN;left
692;P11310;550-700;ACADM_HUMAN;left
693;P69905;550-700;HBA_HUMAN;left
694;P13521;550-700;SCG2_HUMAN;left
695;Q8NEG4;550-700;FA83F_HUMAN;left
696;O94967;550-700;WDR47_HUMAN;left
697;P09884;550-700;DPOLA_HUMAN;left
698;O75955;550-700;FLOT1_HUMAN;left
699;P12107;550-700;COBA1_HUMAN;left
700;P02545;550-700;LMNA_HUMAN;left
701;P51649;550-700;SSDH_HUMAN;left
702;P05141;700-950;ADT2_HUMAN;left
703;O15541;700-950;R113A_HUMAN;left
704;P49821;700-950;NDUV1_HUMAN;left
705;Q92614;700-950;MY18A_HUMAN;left
706;Q14839;700-950;CHD4_HUMAN;left
707;Q9Y623;700-950;MYH4_HUMAN;left
708;Q14019;700-950;COTL1_HUMAN;left
709;Q8N163;700-950;CCAR2_HUMAN;left
710;P54136;700-950;SYRC_HUMAN;left
711;P30419;700-950;NMT1_HUMAN;left
712;Q9Y6Y8;700-950;S23IP_HUMAN;left
713;P11940;700-950;PABP1_HUMAN;left
714;P51610;700-950;HCFC1_HUMAN;left
715;P62873;700-950;GBB1_HUMAN;left
716;P16520;700-950;GBB3_HUMAN;left
717;Q96QK1;700-950;VPS35_HUMAN;left
718;Q6AI08;700-950;HEAT6_HUMAN;left
719;O95825;700-950;QORL1_HUMAN;left
720;Q8N398;700-950;VW5B2_HUMAN;left
721;P07205;700-950;PGK2_HUMAN;left
722;O00469;700-950;PLOD2_HUMAN;left
723;Q9UJV9;700-950;DDX41_HUMAN;left
724;P48449;700-950;LSS_HUMAN;left
725;Q96BR5;700-950;COA7_HUMAN;left
726;A0FGR8;700-950;ESYT2_HUMAN;left
727;Q96T76;700-950;MMS19_HUMAN;left
728;P22415;700-950;USF1_HUMAN;left
729;Q9H939;700-950;PPIP2_HUMAN;left
730;P36915;700-950;GNL1_HUMAN;left
731;P29120;700-950;NEC1_HUMAN;left
732;Q92878;700-950;RAD50_HUMAN;left
733;Q8WWI1;700-950;LMO7_HUMAN;left
734;Q9NRP4;700-950;SDHF3_HUMAN;left
735;Q14847;700-950;LASP1_HUMAN;left
736;Q9H9P8;700-950;L2HDH_HUMAN;left
737;Q96I25;700-950;SPF45_HUMAN;left
738;P00533;700-950;EGFR_HUMAN;left
739;P62879;700-950;GBB2_HUMAN;left
740;Q99536;700-950;VAT1_HUMAN;left
741;Q9HCJ6;700-950;VAT1L_HUMAN;left
742;O14964;700-950;HGS_HUMAN;left
743;P15924;700-950;DESP_HUMAN;left
744;P32121;700-950;ARRB2_HUMAN;left
745;P49407;700-950;ARRB1_HUMAN;left
746;P55769;700-950;NH2L1_HUMAN;left
747;Q96M96;700-950;FGD4_HUMAN;left
748;P29353;700-950;SHC1_HUMAN;left
749;P29144;700-950;TPP2_HUMAN;left
750;A0AVT1;700-950;UBA6_HUMAN;left
751;Q14690;700-950;RRP5_HUMAN;left
752;P52564;700-950;MP2K6_HUMAN;left
753;Q07866;700-950;KLC1_HUMAN;left
754;P36952;700-950;SPB5_HUMAN;left
755;P20700;700-950;LMNB1_HUMAN;left
756;P35998;700-950;PRS7_HUMAN;left
757;P12814;700-950;ACTN1_HUMAN;left
758;O43707;700-950;ACTN4_HUMAN;left
759;P63272;700-950;SPT4H_HUMAN;left
760;Q8WUA2;700-950;PPIL4_HUMAN;left
761;P09341;700-950;GROA_HUMAN;left
762;Q86Y56;700-950;DAAF5_HUMAN;left
763;Q9BZH6;700-950;WDR11_HUMAN;left
764;P15104;700-950;GLNA_HUMAN;left
765;Q9BQ67;700-950;GRWD1_HUMAN;left
766;Q8IZL8;700-950;PELP1_HUMAN;left
767;Q709C8;700-950;VP13C_HUMAN;left
768;O00451;700-950;GFRA2_HUMAN;left
769;O60218;700-950;AK1BA_HUMAN;left
770;O94819;700-950;KBTBB_HUMAN;left
771;Q92520;700-950;FAM3C_HUMAN;left
772;Q15004;700-950;PAF15_HUMAN;left
773;P15927;700-950;RFA2_HUMAN;left
774;P30281;700-950;CCND3_HUMAN;left
775;P24385;700-950;CCND1_HUMAN;left
776;P52272;700-950;HNRPM_HUMAN;left
777;P26358;700-950;DNMT1_HUMAN;left
778;Q8N954;700-950;GPT11_HUMAN;left
779;P61247;700-950;RS3A_HUMAN;left
780;Q86VI3;700-950;IQGA3_HUMAN;left
781;Q99797;700-950;MIPEP_HUMAN;left
782;Q9NVN8;700-950;GNL3L_HUMAN;left
783;P11498;700-950;PYC_HUMAN;left
784;Q15067;700-950;ACOX1_HUMAN;left
785;P49368;700-950;TCPG_HUMAN;left
786;O14976;700-950;GAK_HUMAN;left
787;P49915;700-950;GUAA_HUMAN;left
788;A6NHR9;700-950;SMHD1_HUMAN;left
789;Q9BW19;700-950;KIFC1_HUMAN;left
790;P00491;700-950;PNPH_HUMAN;left
791;Q9BWS9;700-950;CHID1_HUMAN;left
792;P05023;700-950;AT1A1_HUMAN;left
793;O95373;700-950;IPO7_HUMAN;left
794;P23396;700-950;RS3_HUMAN;left
795;P61163;700-950;ACTZ_HUMAN;left
796;P43403;700-950;ZAP70_HUMAN;left
797;Q9HDC5;700-950;JPH1_HUMAN;left
798;Q9H8Y8;700-950;GORS2_HUMAN;left
799;Q9NWZ5;700-950;UCKL1_HUMAN;left
800;O94905;700-950;ERLN2_HUMAN;left
801;Q13409;700-950;DC1I2_HUMAN;left
802;Q9NY47;700-950;CA2D2_HUMAN;left
803;P08758;700-950;ANXA5_HUMAN;left
804;O75477;700-950;ERLN1_HUMAN;left
805;P05204;700-950;HMGN2_HUMAN;left
806;Q7Z2K8;700-950;GRIN1_HUMAN;left
807;Q14141;700-950;SEPT6_HUMAN;left
808;Q8WYJ6;700-950;SEPT1_HUMAN;left
809;Q6NYC1;700-950;JMJD6_HUMAN;left
810;O75792;700-950;RNH2A_HUMAN;left
811;Q96T58;700-950;MINT_HUMAN;left
812;Q9BQ52;700-950;RNZ2_HUMAN;left
813;Q96HS1;700-950;PGAM5_HUMAN;left
814;O95433;700-950;AHSA1_HUMAN;left
815;Q99504;700-950;EYA3_HUMAN;left
816;P49411;700-950;EFTU_HUMAN;left
817;P42704;700-950;LPPRC_HUMAN;left
818;Q8WXH0;700-950;SYNE2_HUMAN;left
819;O43747;700-950;AP1G1_HUMAN;left
820;Q6WCQ1;700-950;MPRIP_HUMAN;left
821;Q8IY37;700-950;DHX37_HUMAN;left
822;Q14571;700-950;ITPR2_HUMAN;left
823;Q99719;700-950;SEPT5_HUMAN;left
824;P22307;700-950;SCP2_HUMAN;left
825;O95202;700-950;LETM1_HUMAN;left
826;P00441;700-950;SODC_HUMAN;left
827;O43290;700-950;SNUT1_HUMAN;left
828;Q13111;700-950;CAF1A_HUMAN;left
829;O75821;700-950;EIF3G_HUMAN;left
830;Q00610;700-950;CLH1_HUMAN;left
831;Q9Y2W2;700-950;WBP11_HUMAN;left
832;Q53FZ2;700-950;ACSM3_HUMAN;left
833;Q9P2B2;700-950;FPRP_HUMAN;left
834;P61421;700-950;VA0D1_HUMAN;left
835;Q9Y3Z3;700-950;SAMH1_HUMAN;left
836;Q9ULE6;700-950;PALD_HUMAN;left
837;P48739;700-950;PIPNB_HUMAN;left
838;Q9NPD8;700-950;UBE2T_HUMAN;left
839;Q96AT1;700-950;K1143_HUMAN;left
840;Q06830;700-950;PRDX1_HUMAN;left
841;P25786;700-950;PSA1_HUMAN;left
842;P05060;700-950;SCG1_HUMAN;left
843;P53396;700-950;ACLY_HUMAN;left
844;P14868;700-950;SYDC_HUMAN;left
845;O95573;700-950;ACSL3_HUMAN;left
846;Q9Y520;700-950;PRC2C_HUMAN;left
847;P61803;700-950;DAD1_HUMAN;left
848;Q5HYJ3;700-950;FA76B_HUMAN;left
849;P08236;700-950;BGLR_HUMAN;left
850;P35237;700-950;SPB6_HUMAN;left
851;P48595;700-950;SPB10_HUMAN;left
852;Q14318;700-950;FKBP8_HUMAN;left
853;Q96F63;700-950;CCD97_HUMAN;left
854;P35579;700-950;MYH9_HUMAN;left
855;Q15020;700-950;SART3_HUMAN;left
856;P52788;700-950;SPSY_HUMAN;left
857;P09622;700-950;DLDH_HUMAN;left
858;Q9NRF8;700-950;PYRG2_HUMAN;left
859;P13612;700-950;ITA4_HUMAN;left
860;Q96A35;700-950;RM24_HUMAN;left
861;P63220;700-950;RS21_HUMAN;left
862;P25705;700-950;ATPA_HUMAN;left
863;P00915;700-950;CAH1_HUMAN;left
864;A2VDF0;700-950;FUCM_HUMAN;left
865;Q6YHK3;700-950;CD109_HUMAN;left
866;Q13308;700-950;PTK7_HUMAN;left
867;P50895;700-950;BCAM_HUMAN;left
868;P15814;700-950;IGLL1_HUMAN;left
869;Q13445;700-950;TMED1_HUMAN;left
870;Q13113;700-950;PDZ1I_HUMAN;left
871;O14548;700-950;COX7R_HUMAN;left
872;O94888;700-950;UBXN7_HUMAN;left
873;Q9NYB0;700-950;TE2IP_HUMAN;left
874;Q9H008;700-950;LHPP_HUMAN;left
875;P62241;700-950;RS8_HUMAN;left
876;P62333;700-950;PRS10_HUMAN;left
877;O00748;700-950;EST2_HUMAN;left
878;P08238;700-950;HS90B_HUMAN;left
879;P08865;700-950;RSSA_HUMAN;left
880;Q09666;700-950;AHNK_HUMAN;left
881;P62269;700-950;RS18_HUMAN;left
882;P05198;700-950;IF2A_HUMAN;left
883;P61221;700-950;ABCE1_HUMAN;left
884;Q92896;700-950;GSLG1_HUMAN;left
885;P42768;700-950;WASP_HUMAN;left
886;Q53H82;700-950;LACB2_HUMAN;left
887;P36542;700-950;ATPG_HUMAN;left
888;Q9H074;700-950;PAIP1_HUMAN;left
889;Q9NUJ1;700-950;ABHDA_HUMAN;left
890;Q13740;700-950;CD166_HUMAN;left
891;Q9NZD2;700-950;GLTP_HUMAN;left
892;P06748;700-950;NPM_HUMAN;left
893;P06576;700-950;ATPB_HUMAN;left
894;P56192;700-950;SYMC_HUMAN;left
895;P51688;700-950;SPHM_HUMAN;left
896;P68036;700-950;UB2L3_HUMAN;left
897;Q13003;700-950;GRIK3_HUMAN;left
898;P61106;700-950;RAB14_HUMAN;left
899;Q5TAA0;700-950;TTC22_HUMAN;left
900;Q15031;700-950;SYLM_HUMAN;left
901;Q04695;700-950;K1C17_HUMAN;left
902;P02533;700-950;K1C14_HUMAN;left
903;P46939;700-950;UTRN_HUMAN;left
904;Q8N573;700-950;OXR1_HUMAN;left
905;Q86XI2;700-950;CNDG2_HUMAN;left
906;P10301;700-950;RRAS_HUMAN;left
907;O75691;700-950;UTP20_HUMAN;left
908;Q99523;700-950;SORT_HUMAN;left
909;P99999;700-950;CYC_HUMAN;left
910;Q96NW4;700-950;ANR27_HUMAN;left
911;Q92888;700-950;ARHG1_HUMAN;left
912;Q96CV9;700-950;OPTN_HUMAN;left
913;Q7Z406;700-950;MYH14_HUMAN;left
914;P08195;700-950;4F2_HUMAN;left
915;Q9H089;700-950;LSG1_HUMAN;left
916;Q8IXI1;700-950;MIRO2_HUMAN;left
917;Q9BTY7;700-950;HGH1_HUMAN;left
918;P20701;700-950;ITAL_HUMAN;left
919;P50453;700-950;SPB9_HUMAN;left
920;P01011;700-950;AACT_HUMAN;left
921;P30740;700-950;ILEU_HUMAN;left
922;Q13045;700-950;FLII_HUMAN;left
923;P31930;700-950;QCR1_HUMAN;left
924;Q6P5W5;700-950;S39A4_HUMAN;left
925;O75165;700-950;DJC13_HUMAN;left
926;Q9NX62;700-950;IMPA3_HUMAN;left
927;Q9NSE4;700-950;SYIM_HUMAN;left
928;P35580;700-950;MYH10_HUMAN;left
929;P26639;700-950;SYTC_HUMAN;left
930;P40939;700-950;ECHA_HUMAN;left
931;P36871;700-950;PGM1_HUMAN;left
932;Q8N3Z3;700-950;GTPB8_HUMAN;left
933;Q9NPH2;700-950;INO1_HUMAN;left
934;P17301;700-950;ITA2_HUMAN;left
935;Q92621;700-950;NU205_HUMAN;left
936;O94788;700-950;AL1A2_HUMAN;left
937;Q8N111;700-950;CEND_HUMAN;left
938;Q9NX24;700-950;NHP2_HUMAN;left
939;Q9UBT2;700-950;SAE2_HUMAN;left
940;Q3SY69;700-950;AL1L2_HUMAN;left
941;P01889;700-950;HLAB_HUMAN;left
942;Q92696;700-950;PGTA_HUMAN;left
943;Q567U6;700-950;CCD93_HUMAN;left
944;Q15014;700-950;MO4L2_HUMAN;left
945;P02458;700-950;CO2A1_HUMAN;left
946;P52434;700-950;RPAB3_HUMAN;left
947;P60880;700-950;SNP25_HUMAN;left
948;P41219;700-950;PERI_HUMAN;left
949;Q8NI27;700-950;THOC2_HUMAN;left
950;Q00534;700-950;CDK6_HUMAN;left
951;Q9H223;700-950;EHD4_HUMAN;left
952;P62263;Unknown;RS14_HUMAN;left
953;Q9UKS6;Unknown;PACN3_HUMAN;left
954;O75116;Unknown;ROCK2_HUMAN;left
955;O15027;Unknown;SC16A_HUMAN;left
956;Q5SNT2;Unknown;TM201_HUMAN;left
957;Q86UU0;Unknown;BCL9L_HUMAN;left
958;Q14692;Unknown;BMS1_HUMAN;left
959;Q13753;Unknown;LAMC2_HUMAN;left
960;Q8N1G2;Unknown;CMTR1_HUMAN;left
961;P20930;Unknown;FILA_HUMAN;left
962;Q66K14;Unknown;TBC9B_HUMAN;left
963;Q53F19;Unknown;NCBP3_HUMAN;left
964;Q92900;Unknown;RENT1_HUMAN;left
965;Q9UKM7;Unknown;MA1B1_HUMAN;left
966;P08582;Unknown;TRFM_HUMAN;left
967;Q02962;Unknown;PAX2_HUMAN;left
968;P49959;Unknown;MRE11_HUMAN;left
969;Q9Y4E8;Unknown;UBP15_HUMAN;left
970;P43686;Unknown;PRS6B_HUMAN;left
971;Q9UHD8;Unknown;SEPT9_HUMAN;left
972;Q15019;Unknown;SEPT2_HUMAN;left
973;Q16181;Unknown;SEPT7_HUMAN;left
974;Q9UKX7;Unknown;NUP50_HUMAN;left
975;Q9UIS9;Unknown;MBD1_HUMAN;left
976;P84090;Unknown;ERH_HUMAN;left
977;P40126;Unknown;TYRP2_HUMAN;left
978;P52948;Unknown;NUP98_HUMAN;left
979;Q7Z417;Unknown;NUFP2_HUMAN;left
980;P08575;Unknown;PTPRC_HUMAN;left
981;Q9H9B1;Unknown;EHMT1_HUMAN;left
982;Q15059;Unknown;BRD3_HUMAN;left
983;P28908;Unknown;TNR8_HUMAN;left
984;P17661;Unknown;DESM_HUMAN;left
985;Q9BZE4;Unknown;GTPB4_HUMAN;left
986;Q08945;Unknown;SSRP1_HUMAN;left
987;Q16851;Unknown;UGPA_HUMAN;left
988;Q92542;Unknown;NICA_HUMAN;left
989;Q9Y6E2;Unknown;BZW2_HUMAN;left
990;P04040;Unknown;CATA_HUMAN;left
991;Q13263;Unknown;TIF1B_HUMAN;left
992;Q8IXM2;Unknown;BAP18_HUMAN;left
993;Q9H6T0;Unknown;ESRP2_HUMAN;left
994;Q96RQ9;Unknown;OXLA_HUMAN;left
995;Q6UW63;Unknown;PLGT2_HUMAN;left
996;Q5T5Y3;Unknown;CAMP1_HUMAN;left
997;Q9HAW4;Unknown;CLSPN_HUMAN;left
998;Q9UDY2;Unknown;ZO2_HUMAN;left
999;P08243;Unknown;ASNS_HUMAN;left
1000;Q9UGP4;Unknown;LIMD1_HUMAN;left
1001;Q96RU3;1000-3950;FNBP1_HUMAN;left
1002;Q9P2W1;1000-3950;HOP2_HUMAN;left
1003;O15439;1000-3950;MRP4_HUMAN;left
1004;O43633;1000-3950;CHM2A_HUMAN;left
1005;O60287;1000-3950;NPA1P_HUMAN;left
1006;Q969G3;1000-3950;SMCE1_HUMAN;left
1007;Q14764;1000-3950;MVP_HUMAN;left
1008;Q8IZQ5;1000-3950;SELH_HUMAN;left
1009;Q5T8P6;1000-3950;RBM26_HUMAN;left
1010;P04053;1000-3950;TDT_HUMAN;left
1011;P08729;1000-3950;K2C7_HUMAN;left
1012;Q86V15;1000-3950;CASZ1_HUMAN;left
1013;Q9NUP1;1000-3950;BL1S4_HUMAN;left
1014;Q9GZR7;1000-3950;DDX24_HUMAN;left
1015;P04264;1000-3950;K2C1_HUMAN;left
1016;P05787;1000-3950;K2C8_HUMAN;left
1017;O95340;1000-3950;PAPS2_HUMAN;left
1018;Q8NE62;1000-3950;CHDH_HUMAN;left
1019;O95671;1000-3950;ASML_HUMAN;left
1020;Q969T9;1000-3950;WBP2_HUMAN;left
1021;P25686;1000-3950;DNJB2_HUMAN;left
1022;P21333;1000-3950;FLNA_HUMAN;left
1023;Q8TC07;1000-3950;TBC15_HUMAN;left
1024;Q15319;1000-3950;PO4F3_HUMAN;left
1025;Q9NVT9;1000-3950;ARMC1_HUMAN;left
1026;O43502;1000-3950;RA51C_HUMAN;left
1027;P23229;1000-3950;ITA6_HUMAN;left
1028;Q9NX76;1000-3950;CKLF6_HUMAN;left
1029;O14802;1000-3950;RPC1_HUMAN;left
1030;Q86XZ4;1000-3950;SPAS2_HUMAN;left
1031;Q9BX95;1000-3950;SGPP1_HUMAN;left
1032;Q9BWG6;1000-3950;SCNM1_HUMAN;left
1033;Q9UHG2;1000-3950;PCS1N_HUMAN;left
1034;P00505;1000-3950;AATM_HUMAN;left
1035;Q66PJ3;1000-3950;AR6P4_HUMAN;left
1036;O60437;1000-3950;PEPL_HUMAN;left
1037;Q96PV4;1000-3950;PNMA5_HUMAN;left
1038;P55291;1000-3950;CAD15_HUMAN;left
1039;Q9BT67;1000-3950;NFIP1_HUMAN;left
1040;Q9H5N1;1000-3950;RABE2_HUMAN;left
1041;Q14566;1000-3950;MCM6_HUMAN;left
1042;Q9BUJ2;1000-3950;HNRL1_HUMAN;left
1043;Q15257;1000-3950;PTPA_HUMAN;left
1044;P13984;1000-3950;T2FB_HUMAN;left
1045;P48163;1000-3950;MAOX_HUMAN;left
1046;P17677;1000-3950;NEUM_HUMAN;left
1047;P98088;1000-3950;MUC5A_HUMAN;left
1048;Q9BW04;1000-3950;SARG_HUMAN;left
1049;O75153;1000-3950;CLU_HUMAN;left
1050;Q14807;1000-3950;KIF22_HUMAN;left
1051;Q96RE7;1000-3950;NACC1_HUMAN;left
1052;Q9BTK6;1000-3950;PAGR1_HUMAN;left
1053;Q86V48;1000-3950;LUZP1_HUMAN;left
1054;P04818;1000-3950;TYSY_HUMAN;left
1055;O75347;1000-3950;TBCA_HUMAN;left
1056;P07355;1000-3950;ANXA2_HUMAN;left
1057;Q96KR1;1000-3950;ZFR_HUMAN;left
1058;P15880;1000-3950;RS2_HUMAN;left
1059;Q8TBA6;1000-3950;GOGA5_HUMAN;left
1060;Q96SZ5;1000-3950;AEDO_HUMAN;left
1061;Q9BSJ8;1000-3950;ESYT1_HUMAN;left
1062;P12004;1000-3950;PCNA_HUMAN;left
1063;Q9Y6G9;1000-3950;DC1L1_HUMAN;left
1064;Q8IXQ5;1000-3950;KLHL7_HUMAN;left
1065;Q13268;1000-3950;DHRS2_HUMAN;left
1066;Q8WUH1;1000-3950;CHUR_HUMAN;left
1067;Q02241;1000-3950;KIF23_HUMAN;left
1068;O75683;1000-3950;SURF6_HUMAN;left
1069;P27824;1000-3950;CALX_HUMAN;left
1070;P11234;1000-3950;RALB_HUMAN;left
1071;Q9UJU6;1000-3950;DBNL_HUMAN;left
1072;Q9UQE7;1000-3950;SMC3_HUMAN;left
1073;Q8N0X7;1000-3950;SPART_HUMAN;left
1074;Q92619;1000-3950;HMHA1_HUMAN;left
1075;Q9NRX1;1000-3950;PNO1_HUMAN;left
1076;Q9UBB9;1000-3950;TFP11_HUMAN;left
1077;P49588;1000-3950;SYAC_HUMAN;left
1078;Q86TU7;1000-3950;SETD3_HUMAN;left
1079;P09110;1000-3950;THIK_HUMAN;left
1080;Q14257;1000-3950;RCN2_HUMAN;left
1081;O00429;1000-3950;DNM1L_HUMAN;left
1082;Q96TC7;1000-3950;RMD3_HUMAN;left
1083;Q13683;1000-3950;ITA7_HUMAN;left
1084;Q24JP5;1000-3950;T132A_HUMAN;left
1085;P62993;1000-3950;GRB2_HUMAN;left
1086;Q8N5F7;1000-3950;NKAP_HUMAN;left
1087;Q07283;1000-3950;TRHY_HUMAN;left
1088;P09493;1000-3950;TPM1_HUMAN;left
1089;P67936;1000-3950;TPM4_HUMAN;left
1090;Q86XL3;1000-3950;ANKL2_HUMAN;left
1091;P11387;1000-3950;TOP1_HUMAN;left
1092;Q8NBN3;1000-3950;TM87A_HUMAN;left
1093;Q9H0B6;1000-3950;KLC2_HUMAN;left
1094;Q9BYN8;1000-3950;RT26_HUMAN;left
1095;Q9BWH2;1000-3950;FUND2_HUMAN;left
1096;P16144;1000-3950;ITB4_HUMAN;left
1097;P52565;1000-3950;GDIR1_HUMAN;left
1098;Q9Y2W1;1000-3950;TR150_HUMAN;left
1099;Q96B26;1000-3950;EXOS8_HUMAN;left
1100;P02768;1000-3950;ALBU_HUMAN;left
1101;Q9NWQ8;1000-3950;PHAG1_HUMAN;left
1102;Q9UFW8;1000-3950;CGBP1_HUMAN;left
1103;Q16831;1000-3950;UPP1_HUMAN;left
1104;Q9UHY7;1000-3950;ENOPH_HUMAN;left
1105;O95487;1000-3950;SC24B_HUMAN;left
1106;Q8IWS0;1000-3950;PHF6_HUMAN;left
